,body,cites_papers
115,Context of First Same-Sex Condom Use and Nonuse in Young Black Gay and Bisexual Males,[5069689]
116,"What predicts condom nonuse in gay/bi black men? Partner trust, frequent HIV tests, lack of info, unsupportive peers",[5069689]
117,Context of 1st Same-Sex Condom Use and Nonuse in Young Black Gay and Bisexual Males a HT   LGBT Queer,[5069689]
118,Context of 1st Same-Sex Condom Use and Nonuse in Young Black Gay and Bisexual Males a HT  ,[5069689]
119,Adolescent Life Stress and the Cortisol Awakening Response The Moderating Roles of Attachment,[5070887]
120,Teens' closeness w peers and parents buffers effects of stress on cortisol stress response ThatsWhatFriendsAreFor,[5070887]
121,Moms play an essential role in getting their teens to take math and science classes in high school,[5073012]
122,The Role of Mothers' Communication in Promoting Motivation for Math and Science Course-Taking in High School,[5073012]
123,Great to see all the hard work pay off!,[5073761]
124,Open Access UCL Research Beyond geopower earthly and anthropic geopolitics in The Great Game by War Boutique,[5073761]
125,Netherlands greater classroom and neighborhood diversity linked to kids choosing same vs cross-ethnic friends!,[5084482]
126,"Which is a reflection of diversity in schools More of, more kids segregate",[5084482]
127,The Impact of Adolescents' Classroom and Neighborhood Ethnic Diversity on Same- and Cross-Ethnic Friendships on,[5084482]
128,The Impact of Adolescents' Classroom and Neighborhood Ethnic Diversity on Same- and Cross-Ethnic Friendships,[5084482]
129,Study finds - again - classroom diversity increases same-ethnicity friendships conflict theory adolescence,[5084482]
130,haha!  ,[5084482]
131,Interesting study of how diverse classes increase same-ethnic friendships   soc007 ConflictTheory,[5084482]
132,Interesting study of how diverse classes increase same-ethnic friendships   soc007 C,[5084482]
133,Hurrah to   and   on their new SCG paper Celtic pilgrimage past and present free OA geography,[5089127]
134,Hurrah to   and   on their new SCG paper Celtic pilgrimage past and present f,[5089127]
135,", my co-written article on Celtic pilgrimage, with a nice ecumenical slant!",[5089127]
136,New issue of Social and Cultural Geog is an   fest - also includes this on Celtic pilgrimage scgjournal,[5089127]
137,New issue of Social and Cultural Geog is an   fest - also includes this on Celtic pilgrimage,[5089127]
138,"""Celtic pilgrimage, past and present"" by   and   Free to access",[5089127]
139,A new open access paper on Celtic pilgrimage from   and   in Social and Cult Geog,[5089127]
140,"Highway to Heaven' the creation of a multicultural, religious landscape in suburban Richmond, British Columbia","[5092034,5092034]"
141,"et al explore the creation of a multicultural, religious landscape in suburban British Columbia",[5092034]
142,"Open Access UCL Research 'Highway to Heaven' the creation of a multicultural, religious landscape in suburban",[5092034]
143,"Open Access UCL Research 'Highway to Heaven' the creation of a multicultural, religious landscape in suburban ",[5092034]
144,Long-Term Predictions From Early Adolescent Attachment State of Mind to Romantic Relationship,[5096515]
145,Long-Term Predictions From Early Adolescent Attachment State of Mind to Romantic Relationship Behaviors,[5096515]
146,Which relationship is more important spouse or parent/child? Differences between Taiwan and USA,[5097388]
147,"Spec Issue in Social and Cultural Geography on relationships between Anglo and German geo, intro free TeamMultilingual",[5104802]
148,"Spec Issue in Social and Cultural Geography on relationships between Anglo and German geo, intro free TeamMultilingual ",[5104802]
149,Interesting article on the intersections of German and English-language geography,[5104802]
150,Reading Jns and Freytag 2016   article In praise of the boundary spanners! TeamMultilingual,[5104802]
151,Boundary spanning in social and cultural geography Dcloisonnement en gographie sociale et culturelle La,[5104802]
152,Online 1st in SandCG 'Attitudes towards the stranger negotiating encounters with difference in the UK and Poland',[5105786]
153,Online 1st in SandCG 'Attitudes towards the stranger negotiating encounters with difference in the UK and Poland' ,[5105786]
154,New in SCG by   Attitudes towards the stranger encounter,[5105786]
155,Attitudes towards the stranger negotiating encounters with difference in the UK and Poland brexitAcademia,[5105786]
156,Science Where contact between majority and minority groups takes place matters interactions in social spaces mor,[5105786]
157,Where contact between majority and minority groups takes place matters interactions in so,[5105786]
158,Where contact between majority and minority groups takes place matters interactions in social spaces more likely ,[5105786]
159,Support for a social identity analysis of overseas students' experience of discrimination,[5197150]
160,A Longitudinal Study of the Effects of Discrimination on the Acculturation Strategies of International Students,[5197150]
161,Great to see my paper on neighbourhood change and loss of belonging online in Social and Cultural Geography!,"[5307960,5307960]"
162,Narratives of neighbourhood change and loss of belonging in an urban garden village is discussed by,[5307960]
163,Publication is online - thanks to everyone involved   phdife geography,[5610760]
164,My paper presented at last year's RGS has been published There is still chance to present this year,[5610760]
165,My paper presented at last year's RGS has been published There is still chance to present this year ,[5610760]
166,Publication is online - thanks to everyone involved   phdife geography   ,[5610760]
167,Cultural geographers - just wanna have fun,[5610760]
168,How notions of 'the comic' could add value to geographers' research free,[5610760]
169,"this is cool, check this out too",[5610760]
170,Geographer   takes laughter seriously Check out his interesting new paper  ,[5610760]
171,Geographer   takes laughter seriously Check out his interesting new paper   ,[5610760]
172,I agree! Check out his Cultural Geographies paper here ComicGeographies lolGeography,[5610760]
173,Re-inventing the commons?   fellow D Paudel sees Nepal communityforestry as doing so,[5615382]
174,Re-inventing the commons community forestry as accumulation without dispossession in Nepal,[5615382]
175,"Batman Surveillance and the Body-subject - Ball, et al, 2016 - ",[5622278]
176,"Big Data Surveillance and the Body-subject - Ball, et al, 2016 - ",[5622278]
177,Big Data Surveillance and Body-Subject,[5622278]
178,Batman Surveillance and Body-Subject,[5622278]
179,Big Data Surveillance and the Body-subject This paper considers the implications of big data bodyandsociety,[5622278]
180,Big Data Surveillance and the Body-subject Body Society June 2016 222 58-81,[5622278]
181,keywords big data Levinas Merleau-Ponty normativity proximity subjectivity surveillance,[5622278]
182,Congrats to Ed Wigley on publication of paper on micro-pilgrimage in Bristol in SCG,[5623975]
183,Edward Wigley considers the Sunday morning journey to church as a form of micro-pilgrimage,[5623975]
184,Review of Rescripting Religion in the City Migration and Religious identity in the Modern Metropolis by,[5624556]
185,New paper in scgjournal on   project youth nation history   Gobaith Cymru,[5973297]
186,New paper in scgjournal on   project youth nation history   Gobaith Cymru ,[5973297]
187,It's urdd2016 this week - 17 5   inc paper on   Gobaith Cymru,[5973297]
188,It's urdd2016 this week - 17 5   inc paper on   Gobaith Cymru   ,[5973297]
189,OA Youth organisations and the reproduction of nationalism in Britain the role of Urdd Gobaith Cymru,[5973297]
190,This article might be useful for your research on FGM laws,[6008482]
191,"New OA paper in scgjrnl from G Valentine and C Harris on ""Encounters and intolerance"" and the regulation of space",[6008482]
192,"New OA paper in scgjournal from Valentine and Harris on ""Encounters and intolerance"" and the regulation of space",[6008482]
193,Encounters and intolerance perceptions of legality and regulation of space - new OA article by Prof Gill Valentine,[6008482]
194,Encounters and intolerance perceptions of legality and regulation of space - new OA article by Prof Gill Valentine h,[6008482]
195,Important paper post Brexit -   and   on legitimising prejudice,[6008482]
196,You can read about the research in Gill Valentine and Catherine Harris article on Encounters and intolerance 4/5,[6008482]
197,You can read about the research in Gill Valentine and Catherine Harris article on Encounters and intolerance,[6008482]
198,Important paper post Brexit -   and   on legitimising prejudice ,[6008482]
199,In a new OpenAccess OA paper   and   theorize geographies of encounter and intolerance,[6008482]
200,In a new OpenAccess OA paper   and   theorize geographies of encounter and intolerance ,[6008482]
201,"New paper on gentrification, adaptive reuse, and Toronto's churches by Nick Lynch geog3701",[6009129]
202,"""how redundant worship spaces are appropriated and transformed into private domestic spaces""",[6009129]
203,"""Appropriating religion as secular commodity"" and rejecting ""mainstream housing culture""",[6009129]
204,"New paper by N Lynch in Social and Cultural Geog on ""Domesticating the church the reuse of urban churches"" scgjrnl",[6009129]
205,"New paper by N Lynch in Social and Cultural Geog ""Domesticating the church the reuse of urban churches"" scgjournal",[6009129]
206,"New paper on gentrification, adaptive reuse, and Toronto's churches by Nick Lynch geog3701   ",[6009129]
207,Nicholas Lynch from   explores the reuse of urban churches as loft living in the post-secular city,[6009129]
208,Just came across Peter Jackson's excellent forthcoming piece in Social and Cultural Geog on Jamie's School Dinners,[6014404]
209,Just came across Peter Jackson's excellent forthcoming piece in Social and Cultural Geog on Jamie's School Dinners ,[6014404]
210,"A new paper by   just out in Social and Cultural Geography on ""More-than-human warfare"" scgjrnl",[6018649]
211,"A new paper by   just out in Social and Cultural Geography on ""More-than-human warfare"" scgjournal",[6018649]
212,Super excited to read this paper on 'more-than-human warfare' by   in,[6018649]
213,"Ruth Olden on 'Sludge' - everyday circulations, turbidity and the work to create order in wastewater management",[6019141]
214,"Such a waste, indeed",[6019141]
215,Great piece by   exploring mediation and how we address technologies of popular culture in our geographies,[6023516]
216,Great piece by   exploring mediation and how we address technologies of popular culture in our geographies ,[6023516]
217,asks in Social and Cultural Geog if popular cultural geographies should be more vulgar scgjournal,[6023516]
218,asks in Social and Cultural Geog if popular cultural geographies should be more vulgar ,[6023516]
219,My latest paper on the relational turn in island studies Just out in Social and Cultural Geography,[6023829]
220,"New paper by   on ""the relational turn in island geographies"" out in Social and Cultural Geog SCGjournal",[6026544]
221,"New provocation in SCGjournal by Dydia DeLyser ""Careful work building public cultural geographies""",[6026544]
222,"New paper by   on ""the relational turn in island geographies"" out in Social and Cultural Geog",[6026544]
223,"New paper by   in Social and Cultural Geography ""Hate-crimes as racial violence"" scgjournal",[6038824]
224,"New paper by   in Social and Cultural Geography ""Hate-crimes as racial violence"" scgjo",[6038824]
225,Hate-crimes as racial violence a critique of the exceptional,[6038824]
226,A new provocation in Social and Cultural Geog -   asks about cultural geographies of development scgjournal,[6040266]
227,A new provocation in Social and Cultural Geog -   asks about cultural geographies of development,[6040266]
228,My new article on memories of migration + public space just out in Social and Cultural Geography,[6053037]
229,Just out in Social and Cultural Geog R Tchoukaleyska on Public Space and memories of migration in France scgjournal,[6053037]
230,New from URP scholars/ARC Queering Disasters! Disaster impacts on LGBT memory + history by   +,[6104268]
231,New work from ARC Queering Disasters! Disaster impacts on LGBT memory + history by   + me,[6104268]
232,New in Social and Cultural Geog   and colleagues on LGBT experiences of natural disasters scgjournal,[6104268]
233,New in Social and Cultural Geog   and colleagues on LGBT experiences of natural disasters ,[6104268]
234,Feminist glaciology not a hoax Follow-up work How disasters affect homosexuals differently,[6104268]
235,Feminist glaciology not a hoax Follow-up work How disasters affect homosexuals differently h,[6104268]
236,New Queering Disasters article 'The greatest loss was the loss of our history',[6104268]
237,New publication from URP researchers   and   for the ARC Queering Disasters Project,[6104268]
238,New Queering Disasters article 'The greatest loss was the loss of our history'   ,[6104268]
239,"Smith, Blazek, Brown and van Blerk analyse the relational geographies of social policy and youth mentoring interventions",[6125798]
240,"Smith, Blazek, Brown and van Blerk analyse the relational geographies of social policy and youth mentoring interventions ",[6125798]
241,OA Its good but its not enough the relational geographies of social policy and youth mentoring inter,[6125798]
242,"'And now the end is near enlivening and politizising the geographies of dying, death and mourning'",[6132301]
243,"New papers in SCG on 'Enlivening and politizising the geographies of dying, death and mourning' inc OpenAccess",[6132301]
244,"New papers in SCG on 'Enlivening and politizising the geographies of dying, death and mourning' inc ",[6132301]
245,"Interesting read paper on ""Foreign language communication anxiety",[6136991]
246,"Family, Peer, and Pubertal Determinants of Dating Involvement Among Adolescents - Low - 2016 -",[6137440]
247,"What's linked w/ early teen dating? Early puberty, hands-off parents, rebellious older siblings, and delinquent peers",[6137440]
248,"Family, Peer, and Pubertal Determinants of Dating Involvement Among Adolescents",[6137440]
249,"Family, Peer and Pubertal Determinants of Dating Involvement among Adolescents HT",[6137440]
250,Research Life Satisfaction Among Ethnic Minorities in Europe,[6137857]
251,Life Satisfaction Among Ethnic Minorities in Europe Although life satisfaction LS of ethnic minorities can,[6137857]
252,"New in scgjournal - John and Carlson explore remembrance, healing and justice through the Dakota Commemorative March",[6147870]
253,"New in scgjournal - John and Carlson explore remembrance, healing and justice through the Dakota Commemorative March ",[6147870]
254,Check out this new   paper by Gareth John and  !,[6147870]
255,new paper from Erica - Fanons other children psychopolitical and pedagogical implications,[6155550]
256,"New article by Drs Melissa A Martinez, Anjale AJ Welton, and Aurora Chang  Melissa and AJ are EDA alumnas",[6156424]
257,"Social Justice, Research, and Adolescence - Russell - 2016 - Journal of Research on Adolescence",[6162200]
258,"Social Justice, Research, and Adolescence HT",[6162200]
259,How can research on adolescence contribute to social justice? My   address is here,[6162200]
260,Part-Time Employment and Problem Behaviors Evidence From Adolescents in South Korea - Lee -,[6162443]
261,Part-Time Employment and Problem Behaviors Evidence From Adolescents in South Korea,[6162443]
262,"A paper on how parents ""do family"" in the car",[6177041]
263,How do we perform family care in the car and why does this impact our CarDependency? New from Waitt and,[6177041]
264,New JPS article on GM soybeans and agribusiness in Argentina,[6194782]
265,"New book review in Social and Cultural Geography ""Off the grid re-assembling domestic lift""",[6205245]
266,My new article Teaching Black history as racial literacy,[6205760]
267,Poetic and provocative world-making from Gabriel Eshun and   in Social and Cultural Geography scgjournal,[6233605]
268,Geography is not what it used to be,[6233605]
269,The intersection of race and class,[6259052]
270,"Out in Soc and Cult Geography David Beckingham explores time, space and alcohol licensing in 1900s Glasgow scgjournal",[6271136]
271,Nice piece of historical research the campaign against barmaids in 1900s Glasgow,[6271136]
272,"Out in Soc and Cult Geography David Beckingham explores time, space and alcohol licensing in 1900s Glasgow",[6271136]
273,Our paper is out there! phdchat hypocoristics    Have a peak!,[6304962]
274,Here's the abstract w/paywall--full text,[6304962]
275,"Language, Culture, and Group Membership  Investigation Into the Social Effects of Colloquial Australian English ",[6304962]
276,New paper out today in Social and Cultural Geography on 'Moral Geographies of Family',[6326730]
277,Important new paper by   in Social and Cultural Geog on the moral geographies of family scgjournal,[6326730]
278,Next time on gcyfrgchat it's   Tues 9th Aug 2-3pm discussing her paper  Get it in your diaries!,[6326730]
279,Next time on gcyfrgchat it's   Tues 9th Aug 2-3pm discussing her paper  Get it i,[6326730]
280,Join us tomorrow for gcyfrgchat with   Tues 9th Aug 2-3pm discussing her paper  family ethics care,[6326730]
281,Join us tomorrow for gcyfrgchat with   Tues 9th Aug 2-3pm discussing her paper  f,[6326730]
282,Don't miss   discuss her paper in   gcyfrgchat TODAY 2-3pm,[6326730]
283,New in Social and Cultural Geog - Varotto and Rossetta explore geographic film-making as public research scgjournal,[6330336]
284,Effective negative feedback is cross-culturally difficult Read more about a study on negative feedback framing,[6358882]
285,SAGEpsychology Effective negative feedback is cross-culturally difficult Read more about a study on negative ,[6358882]
286,New article from Tamara Wattnem on seedlaws and outlawing informal seedsystems in the globalsouth See,[6359308]
287,J of peasant studies Seed laws certification and standardization outlawing informal seed systems in the Global South,[6359308]
288,J of peasant studies Seed laws certification and standardization outlawing informal seed systems in the Global South ,[6359308]
289,"Seed laws, certification and standardization outlawing informal seed systems in the Global South",[6359308]
290,"Seed Laws, Certification and Standardization Outlawing Informal Seed Systems in Global South, Tamara Wattnem, 2016",[6359308]
291,"Becoming ecological citizens connecting people through performance art, food matter and practices openaccess",[6387467]
292,"art/matter/methodology 'Becoming eco citizens connecting people through performance art, food matter and practices'",[6387467]
293,"Using media to increase sustainability behavior Good article, Sage Publications",[6387467]
294,"New from Cultural Geographies - Becoming ecological citizens connecting people thru art, food matter and practices",[6387467]
295,This article maybe of interest to those arguing for foodcitizen as opposd to ethical food consumer,[6387467]
296,here it is Mark open access! Thanks for your interest,[6387467]
297,Modeling Trajectories of Adolescent-Perceived Family Conflict Effects of Marital,[6404526]
298,Modeling Trajectories of Adolescent-Perceived Family Conflict Effects of Marital Dissatisfaction and Parental,[6404526]
299,Latest cultural geog provocation in Soc and Cult Geog-   on why religion matters to geographers scgjournal,[6407630]
300,Further provocations by   in this edition of Social and Cultural Geography  straighttothebibliography,[6407630]
301,Latest cultural geog provocation in Soc and Cult Geog-   on why religion matters to geographers,[6407630]
302,Further provocations by   in this edition of Social and Cultural Geography  straighttothebi,[6407630]
303,Check out  's reflections on critical pedagogy and civil rights in,[6407630]
304,Have you read this by   in  ?  Why does religion matter for cultural geographers?,[6407630]
305,Excellent find for Whit Walks summer research/reading plans Recent article about geographies of religion,[6407630]
306,What are the global routes of ayahuasca? Jonathan Lowell and Paul Adams investigate in Social and Cultural Geography,[6425209]
307,Congrats to Jonathan Lowell on co-authored 'The routes of a plant ayahuasca and the global networks of Santo Daime',[6425209]
308,About time cultural geographers started addressing magic seriously,[6443642]
309,On the concept of place and the poetics of making a tourism destination Read for free,[6443642]
310,"Environmental crisis, narcissism and the work of grief",[6461655]
311,"Environmental crisis, narcissism and the work of grief in cultural geography",[6461655]
312,"New article from Pritchard, Dixon, Hull and Choithani on the role of the state in the contemporary foodregime See",[6468510]
313,"New article from Pritchard, Dixon, Hull and Choithani on the role of the state in the contemporary foodregime See ht",[6468510]
314,FREEACCESS also extended to Pritchard et al's article on the role of the state in the contemporary foodregime,[6468510]
315,FREEACCESS also extended to Pritchard et al's article on the role of the state in the contemporary foodregime htt,[6468510]
316,"Sacred groves, sacrifice zones and soy production globalization, intensification, neonature",[6487153]
317,"Sacred groves, sacrifice zones and soy production globalization, intensification, neonature htt",[6487153]
318,Oliveira and Hecht's intro to the new FREEACCESS special issue on soy is available here,[6487153]
319,Oliveira and Hecht's intro to the new FREEACCESS special issue on soy is available here ,[6487153]
320,New article   and Rachel Gordon on Government and nonevent the promise of control scgjournal,[6526060]
321,New article   and Rachel Gordon on Government and nonevent the promise of control,[6526060]
322,New article with Rachel Gordon in   on events/eventfulness in social and cultural geog/work on security,[6526060]
323,ARGH   has basically already beat me to my exciting idea of studying the 'situation room',[6526060]
324,"Great to see this come out! Congrats, Ben and Rachel!",[6526060]
325,"Paper on nonevents via Berlant, Foucault and control rooms with Rachel Gordon now open access in",[6526060]
326,New   offers a provocation that cultural geographers need 'worldly theory' to think about climate change,[6526180]
327,New   offers a provocation that cultural geographers need 'worldly theory' to think about climate change ,[6526180]
328,"Climate change, cultural geography and worldy theory - George Revill in SocandCultGeog ",[6526180]
329,The Shared Etiology of Attentional Control and Anxiety An Adolescent Twin Study - Gagne - 2016,[6572884]
330,The Shared Etiology of Attentional Control and Anxiety An Adolescent Twin Study,[6572884]
331,Alex Miller from   explores the creative geographies of ceramic artists in a new paper online,[6607937]
332,Dear peer-reviewed diary,[6647123]
333,"Two women reflect on their own politicalizing ""a self-reflexive account of the authors anti-cuts organizing""",[6647123]
334,"Research Call for Papers--Special Issue Europes cultures Negotiating cultural meanings, values, and ident ",[6656020]
