,body,cites_papers
79,RT   On the similarity between stereotypes about women / men and stereotypes about successful scientists,[4966609]
80,Prof Linda Carli's research stereotypes about women may lead to discrimination in STEM IWD2016 PLEDGEFORPARITY,[4966609]
81,Stereotypes About Gender and Science,[4966609]
82,RT   Stereotypes About Gender and Science,[4966609]
83,How do gender stereotypes influence womens persistent underrepresentation in STEM? STEM WomenInSTEM gendergap,[4966609]
84,New study shows despite more WomenInScience still perceived to lack qualities needed to be successful scientists,[4966609]
85,RT   New study shows despite more WomenInScience still perceived to lack qualities needed to be successful scientists ,[4966609]
86,RT   New study shows despite more WomenInScience still perceived to lack qualities needed to be successful scientists ,[4966609]
87,RT   New study shows despite more WomenInScience still perceived to lack qualities needed to be successful scientists ,[4966609]
88,RT   New study shows despite more WomenInScience still perceived to lack qualities needed to be successful scientists ,[4966609]
89,RT   New study shows despite more WomenInScience still perceived to lack qualities needed to be successful scientists ,[4966609]
90,RT   New study shows despite more WomenInScience still perceived to lack qualities needed to be successful scientists ,[4966609]
91,RT   New study shows despite more WomenInScience still perceived to lack qualities needed to be successful scientists ,[4966609]
92,Are women less successful scientists than men? No! But stereotypes exist,[4966609]
93,RT   Are women less successful scientists than men? No! But stereotypes exist   ,[4966609]
94,RT   Are women less successful scientists than men? No! But stereotypes exist   ,[4966609]
95,RT   Are women less successful scientists than men? No! But stereotypes exist   ,[4966609]
96,RT   Are women less successful scientists than men? No! But stereotypes exist   ,[4966609]
97,RT   Are women less successful scientists than men? No! But stereotypes exist   ,[4966609]
98,RT   Are women less successful scientists than men? No! But stereotypes exist   ,[4966609]
99,RT   Are women less successful scientists than men? No! But stereotypes exist   ,[4966609]
100,RT   Are women less successful scientists than men? No! But stereotypes exist   ,[4966609]
101,Check out our interview with Linda Carli about gender stereotypes and science STEM GenderStereotypes womeninscience,[4966609]
102,Stereotypes About Gender and Science Women  Scientists   Psychology Gender Stereotypes,[4966609]
103,RT SAGEpsychology Stereotypes About Gender and Science Women  Scientists PWQ4U Psychology Gender Stereotypes,[4966609]
104,RT SAGEpsychology Stereotypes About Gender and Science Women  Scientists PWQ4U Psychology Gender Stereotypes,[4966609]
105,"""article addresses the need for a multidimensional understanding of rape acknowledgment"" paywallwomensvoices",[4966618]
106,A Listening Guide Analysis of Womens Experiences of Unacknowledged Rape,[4966618]
107,Both sexes perform less housework in countries where public opinion supports gender equality,[4973114]
108,RT   Both sexes perform less housework in countries where public opinion supports gender equality ,[4973114]
109,RT   Both sexes perform less housework in countries where public opinion supports gender equality ,[4973114]
110,RT   Both sexes perform less housework in countries where public opinion supports gender equality ,[4973114]
111,RT   Both sexes perform less housework in countries where public opinion supports gender equality ,[4973114]
112,RT   Both sexes perform less housework in countries where public opinion supports gender equality ,[4973114]
113,RT   Both sexes perform less housework in countries where public opinion supports gender equality ,[4973114]
114,RT   Both sexes perform less housework in countries where public opinion supports gender equality ,[4973114]
115,RT   Both sexes perform less housework in countries where public opinion supports gender equality ,[4973114]
116,RT   Both sexes perform less housework in countries where public opinion supports gender equality ,[4973114]
117,RT   Both sexes perform less housework in countries where public opinion supports gender equality ,[4973114]
118,RT   Both sexes perform less housework in countries where public opinion supports gender equality ,[4973114]
119,RT   Both sexes perform less housework in countries where public opinion supports gender equality ,[4973114]
120,RT   Both sexes perform less housework in countries where public opinion supports gender equality ,[4973114]
121,RT   Both sexes perform less housework in countries where public opinion supports gender equality ,[4973114]
122,RT   Both sexes perform less housework in countries where public opinion supports gender equality ,[4973114]
123,RT   Both sexes perform less housework in countries where public opinion supports gender equality ,[4973114]
124,RT   Both sexes perform less housework in countries where public opinion supports gender equality ,[4973114]
125,RT   Both sexes perform less housework in countries where public opinion supports gender equality ,[4973114]
126,RT   See my newest paper on gender and warbots!,[4979302]
127,RT   See my newest paper on gender and warbots!,[4979302]
128,RT   See my newest paper on gender and warbots!,[4979302]
129,RT   See my newest paper on gender and warbots!,[4979302]
130,RT   See my newest paper on gender and warbots!,[4979302]
131,RT   See my newest paper on gender and warbots!,[4979302]
132,RT   See my newest paper on gender and warbots!,[4979302]
133,RT   See my newest paper on gender and warbots!,[4979302]
134,Great piece by Heather Roff on gender and robots - Gendering a Warbot,[4979302]
135,Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
136,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
137,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
138,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
139,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
140,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
141,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
142,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
143,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
144,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
145,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
146,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
147,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
148,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
149,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
150,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
151,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
152,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
153,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
154,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
155,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
156,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
157,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
158,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
159,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
160,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
161,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
162,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
163,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
164,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
165,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
166,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
167,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
168,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
169,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
170,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
171,RT   Why are warbots so dangerous? Answer They could reinforce gender norms,[4979302]
172,Guess womyn will still have menial tasks when the transhumanists win,[4979302]
173,Sexology in Portugal Narratives by Portuguese Sexologists,[4982430]
174,RT   Sexology in Portugal Narratives by Portuguese Sexologists,[4982430]
175,"""In Portugal, sexology is not seen as a full-fledged profession""",[4982430]
176,Help-seeking and needs of male victims of IPV menshealth domesticviolence,[4982977]
177,RT   Help-seeking and needs of male victims of IPV menshealth domesticviolence,[4982977]
178,RT   Help-seeking and needs of male victims of IPV menshealth domesticviolence,[4982977]
179,RT   Help-seeking and needs of male victims of IPV menshealth domesticviolence,[4982977]
180,"Military masculinity, movies, and the &ltemDSM&lt/em Narratives of institu Psychiatry",[4984167]
181,"Military masculinity, movies, and the &ltemDSM&lt/em Narratives of institu Psychiatry",[4984167]
182,RT   Relative Influence of Various Forms of Partner Violence on the Health of Male Victims  DV,[4984179]
183,Relative influence of various forms of partner violence on the health of  Psychiatry,[4984179]
184,"RT   Survey any given year, 40-50% of all victims of physical partner violence are men",[4984179]
185,"RT   Survey any given year, 40-50% of all victims of physical partner violence are men",[4984179]
186,RT   Females can be violent towards their partners by destroying property or throwing things,[4984179]
187,Relative Influence of Various Forms of Partner Violence on the Health of Male Victims  DV,[4984179]
188,RT   Relative Influence of Various Forms of Partner Violence on the Health of Male Victims  DV,[4984179]
189,RT   Relative Influence of Various Forms of Partner Violence on the Health of Male Victims  DV,[4984179]
190,The Sexual Desire Inventory Two or three dimensions?,[4984977]
191,RT   The Sexual Desire Inventory Two or three dimensions?,[4984977]
192,RT   The Sexual Desire Inventory Two or three dimensions?,[4984977]
193,Interesting commentary by   on  Camperio Ciani's article A Problematic Test of the Kin Selection Hypothesis,[4984986]
194,RT   Interesting commentary by   on  Camperio Ciani's article A Problematic Test of the Kin Selection Hypothesis h,[4984986]
195,RT   Interesting commentary by   on  Camperio Ciani's article A Problematic Test of the Kin Selection Hypothesis h,[4984986]
196,The role of kin selection in the evolution of male same-sex sexuality is being debated,[4984986]
197,"A Problematic Test of the Kin Selection Hypothesis Among the Urak-Lawoi of Ko Lipe, Thailand Commentary on C",[4984986]
198,X and Y homolog gene expression in the human CNS during early male development  biologyofsexdifferences,[4986348]
199,RT   X and Y homolog gene expression in the human CNS during early male development  biologyofsexdif,[4986348]
200,Spatial sexual dimorphism of X and Y homolog gene expression in the human central nervous system during early male,[4986348]
201,"Interaction between neonatal maternal deprivation and serum leptin levels on metabolism, pubertal development, and",[4992858]
202,"Masculinities on the verge An editorial Liu, W M Psychology of Men and Masculinity, Vol 171, Jan 2016, 1-2",[5008590]
203,Read Dr Liu's editorial from Psychology of Men and Masculinity here,[5008590]
204,Maternal and Paternal Influences on Young Swedish Womens and Mens Cosmetic Surgery Acceptance cscdstats,[5016608]
205,Exposure to ViolentMedia leads men to feel less attractive and more anxious abt their bodies BodyImage,[5021839]
206,RT   Exposure to ViolentMedia leads men to feel less attractive and more anxious abt their bodies BodyImage,[5021839]
207,RT   Exposure to ViolentMedia leads men to feel less attractive and more anxious abt their bodies BodyImage,[5021839]
208,Media Violence and Male Body Image PsycNET - Display Record,[5021839]
209,"""Media Violence and Male Body Image""",[5021839]
210,"""Media Violence and Male Body Image""",[5021839]
211,"""Media Violence and Male Body Image""",[5021839]
212,"RT   ""Media Violence and Male Body Image""",[5021839]
213,"RT   ""Media Violence and Male Body Image""",[5021839]
214,"RT   ""Media Violence and Male Body Image""",[5021839]
215,Book review is available ahead of print here,[5037163]
216,RT     Book review is available ahead of print here,[5037163]
217,"Paper ""Gendertrolling A New Virtual Iteration of Everyday Misogyny"" by Jennifer D Rubin",[5037163]
218,"RT   Paper ""Gendertrolling A New Virtual Iteration of Everyday Misogyny"" by Jennifer D Rubin",[5037163]
219,Preclinical studies of sex differences a clinical perspective,[5041886]
220,"""Male Body Image and Visual Attention Towards Oneself and Other Men""",[5048646]
221,"""Male body image and visual attention towards oneself and other men"" Psychology of Men and Masculinity",[5048646]
222,"RT   ""Male body image and visual attention towards oneself and other men"" Psychology of Men and Masculinity",[5048646]
223,"RT   ""Male body image and visual attention towards oneself and other men"" Psychology of Men and Masculinity",[5048646]
224,"""Male body image and visual attention towards oneself and other men"" Psychology of Men and Masculinity",[5048646]
225,"Gay ""androphilic"" men are on average of measurably shorter stature than others",[5048680]
226,"RT   Gay ""androphilic"" men are on average of measurably shorter stature than others",[5048680]
227,"RT   Gay ""androphilic"" men are on average of measurably shorter stature than others",[5048680]
228,"RT   Gay ""androphilic"" men are on average of measurably shorter stature than others",[5048680]
229,"RT   Gay ""androphilic"" men are on average of measurably shorter stature than others",[5048680]
230,tl  Hm! Well how about that,[5048680]
231,"Sexual Orientation, Objective Height, and Self-Reported Height",[5048680]
232,Are gay men shorter than straight men?,[5048680]
233,RT   Are gay men shorter than straight men?,[5048680]
234,RT   Are gay men shorter than straight men?,[5048680]
235,"RT   Sexual Orientation, Objective Height, and Self-Reported Height",[5048680]
236,"RT   RT   Sexual Orientation, Objective Height, and Self-Reported Height",[5048680]
237,"""Gay men are shorter, on average, than straight men"" in Canada But no height differences in lesbians",[5048680]
238,"RT   ""Gay men are shorter, on average, than straight men"" in Canada But no height differences in lesbians",[5048680]
239,"RT   ""Gay men are shorter, on average, than straight men"" in Canada But no height differences in lesbians",[5048680]
240,"RT   ""Gay men are shorter, on average, than straight men"" in Canada But no height differences in lesbians",[5048680]
241,"RT   ""Gay men are shorter, on average, than straight men"" in Canada But no height differences in lesbians",[5048680]
242,"RT   ""Gay men are shorter, on average, than straight men"" in Canada But no height differences in lesbians",[5048680]
243,"RT   ""Gay men are shorter, on average, than straight men"" in Canada But no height differences in lesbians",[5048680]
244,"RT   ""Gay men are shorter, on average, than straight men"" in Canada But no height differences in lesbians",[5048680]
245,"RT   ""Gay men are shorter, on average, than straight men"" in Canada But no height differences in lesbians",[5048680]
246,"RT   ""Gay men are shorter, on average, than straight men"" in Canada But no height differences in lesbians",[5048680]
247,"RT   ""Gay men are shorter, on average, than straight men"" in Canada But no height differences in lesbians",[5048680]
248,"RT   ""Gay men are shorter, on average, than straight men"" in Canada But no height differences in lesbians",[5048680]
249,"RT   ""Gay men are shorter, on average, than straight men"" in Canada But no height differences in lesbians",[5048680]
250,"RT   ""Gay men are shorter, on average, than straight men"" in Canada But no height differences in lesbians",[5048680]
251,"RT   ""Gay men are shorter, on average, than straight men"" in Canada But no height differences in lesbians",[5048680]
252,"RT   ""Gay men are shorter, on average, than straight men"" in Canada But no height differences in lesbians",[5048680]
253,Gay men shorter on average than straight men no height difference btwn lesbian/bisexual v straight women,[5048680]
254,Study finds gay men to be shorter on average than straight men scratcheshead,[5048680]
255,Is sexual orientation related to how tall or short one is? psychology sexuality,[5048680]
256,"RT   Another one androphilic men and women are shorter than gynephilic men and women, respectively",[5048680]
257,"RT   Another one androphilic men and women are shorter than gynephilic men and women, respectively",[5048680]
258,Partner Meeting Contexts and Risky Behavior in College Students Other-Sex and Same-Sex Hookups,[5053113]
259,RT   Partner Meeting Contexts and Risky Behavior in College Students Other-Sex and Same-Sex Hookups,[5053113]
260,Partner Meeting Contexts and Risky Behavior in College Students Other-Sex and Same-Sex Hookups via,[5053113]
261,Link to study,[5053113]
262,RT   Link to study,[5053113]
263,Partner Meeting Contexts and Risky Behavior in College Students' Other-Sex and Same-Sex Hookups a HT   sexuality,[5053113]
264,Partner Meeting Contexts and Risky Behavior in College Students' Other-Sex and Same-Sex Hookups a HT   sexuality,[5053113]
265,Partner Meeting Contexts and Risky Behavior in College Students' Other-Sex and Same-Sex Hookups a HT   sexuality,[5053113]
266,RT   Partner Meeting Contexts and Risky Behavior in College Students' Other-Sex and Same-Sex Hookups a HT,[5053113]
267,Partner Meeting Contexts and Risky Behavior in College Students' Other-Sex and Same-Sex Hookups a HT   sexuality,[5053113]
268,Partner Meeting Contexts and Risky Behavior in College Students' Other-Sex and Same-Sex Hookups a HT   sexuality,[5053113]
269,Partner Meeting Contexts and Risky Behavior in College Students' Other-Sex and Same-Sex Hookups a HT   sexuality,[5053113]
270,RT   Partner Meeting Contexts and Risky Behavior in College Students' Other-Sex and Same-Sex Hookups a HT,[5053113]
271,A Comparison of Actual and Perceived Sexual Risk Among Older Adults,[5057831]
272,RT   A Comparison of Actual and Perceived Sexual Risk Among Older Adults,[5057831]
273,RT   A Comparison of Actual and Perceived Sexual Risk Among Older Adults,[5057831]
274,RT   A Comparison of Actual and Perceived Sexual Risk Among Older Adults,[5057831]
275,RT   A Comparison of Actual and Perceived Sexual Risk Among Older Adults,[5057831]
276,RT   A Comparison of Actual and Perceived Sexual Risk Among Older Adults,[5057831]
277,RT   A Comparison of Actual and Perceived Sexual Risk Among Older Adults,[5057831]
278,RT   RT   A Comparison of Actual and Perceived Sexual Risk Among Older Adults,[5057831]
279,Link to study,[5057831]
280,RT   Link to study,[5057831]
281,Fascinating article on the discrepancy between objective and perceived sexual risk-taking,[5057831]
282,Transmitting values from African American fathers to sons menshealth,[5060908]
283,"Feminism, fieldwork and the military researchers incl  ,   and I talk to each other in",[5061279]
284,"RT   Feminism, fieldwork and the military researchers incl  ,   and I talk to each other in   ht",[5061279]
285,"RT   Feminism, fieldwork and the military researchers incl  ,   and I talk to each other in   ht",[5061279]
286,"RT   Feminism, fieldwork and the military researchers incl  ,   and I talk to each other in   ht",[5061279]
287,"RT   Feminism, fieldwork and the military researchers incl  ,   and I talk to each other in   ht",[5061279]
288,"RT   Feminism, fieldwork and the military researchers incl  ,   and I talk to each other in   ht",[5061279]
289,"RT   Feminism, fieldwork and the military researchers incl  ,   and I talk to each other in   ht",[5061279]
290,"RT   Feminism, fieldwork and the military researchers incl  ,   and I talk to each other in   ht",[5061279]
291,"RT   Feminism, fieldwork and the military researchers incl  ,   and I talk to each other in   ht",[5061279]
292,"RT   Feminism, fieldwork and the military researchers incl  ,   and I talk to each other in   ht",[5061279]
293,"RT   Feminism, fieldwork and the military researchers incl  ,   and I talk to each other in   ht",[5061279]
294,"Eprints talking bout feminist military research feat  ,  , Alex Hyde, Sarah Bulmer",[5061279]
295,"RT   Eprints talking bout feminist military research feat  ,  , Alex Hyde, Sarah Bulmer",[5061279]
296,"RT   Eprints talking bout feminist military research feat  ,  , Alex Hyde, Sarah Bulmer",[5061279]
297,"RT   Eprints talking bout feminist military research feat  ,  , Alex Hyde, Sarah Bulmer",[5061279]
298,"RT   Eprints talking bout feminist military research feat  ,  , Alex Hyde, Sarah Bulmer",[5061279]
299,"RT   Eprints talking bout feminist military research feat  ,  , Alex Hyde, Sarah Bulmer",[5061279]
300,Encounters with the Military - International Feminist Journal of Politics,[5061279]
301,RT   Encounters with the Military - International Feminist Journal of Politics,[5061279]
302,My talk re researching military as feminists w/   etc is now in print at   femsecst,[5061279]
303,RT   My talk re researching military as feminists w/   etc is now in print at,[5061279]
304,RT   My talk re researching military as feminists w/   etc is now in print at,[5061279]
305,RT   My talk re researching military as feminists w/   etc is now in print at,[5061279]
306,RT   My talk re researching military as feminists w/   etc is now in print at,[5061279]
307,RT   My talk re researching military as feminists w/   etc is now in print at,[5061279]
308,RT   My talk re researching military as feminists w/   etc is now in print at,[5061279]
309,RT   My talk re researching military as feminists w/   etc is now in print at,[5061279]
310,"RT   Eprints talking bout feminist military research feat  ,  , Alex Hyde, Sarah Bulmer",[5061279]
311,"RT   Eprints talking bout feminist military research feat  ,  , Alex Hyde, Sarah Bulmer",[5061279]
312,"For ppl at high risk 4 HIV due to substance abuse, HIV interventions lower rate of unprotected AnalSex",[5062023]
313,Heterosexual Anal Sex among Men and Women in Substance Abuse Treatment a HT   HIV STI STD SUD,[5062023]
314,Heterosexual Anal Sex among Men and Women in Substance Abuse Treatment a HT   HIV STI STD SUD,[5062023]
315,Heterosexual Anal Sex among Men and Women in Substance Abuse Treatment a HT   HIV STI STD SUD,[5062023]
316,Heterosexual Anal Sex among Men and Women in Substance Abuse Treatment a HT   HIV STI STD SUD,[5062023]
317,RT   Heterosexual Anal Sex among Men and Women in Substance Abuse Treatment a HT   HIV ,[5062023]
318,Heterosexual Anal Sex among Men and Women in Substance Abuse Treatment a HT   HIV STI STD SUD,[5062023]
319,Heterosexual Anal Sex among Men and Women in Substance Abuse Treatment a HT   HIV STI STD SUD,[5062023]
320,Heterosexual Anal Sex among Men and Women in Substance Abuse Treatment a HT   HIV STI STD SUD,[5062023]
321,Heterosexual Anal Sex among Men and Women in Substance Abuse Treatment a HT   HIV STI STD SUD,[5062023]
322,"Where in brain is men's sexual arousal? Prefrontal cortex and amygdala--incidentally, also site of sensation-seeking",[5070431]
323,"RT   Where in brain is men's sexual arousal? Prefrontal cortex and amygdala--incidentally, also site of sensation-seeking",[5070431]
324,"RT   Where in brain is men's sexual arousal? Prefrontal cortex and amygdala--incidentally, also site of sensation-seeking",[5070431]
325,"RT   Where in brain is men's sexual arousal? Prefrontal cortex and amygdala--incidentally, also site of sensation-seeking",[5070431]
326,Link to study,[5078499]
327,RT   Link to study,[5078499]
328,Great publication by my friend and fellow   alum   on masculinity and HIV care in KZN SouthAfrica,[5081555]
329,RT Great publication by my friend and fellow DukeGHI alum zissette on masculinity and H,[5081555]
330,New publication - male engagement in HIV care in KZN SouthAfrica and how we can use masculinity to promote care,[5081555]
331,"DukeMScGH alum   published thesis re mens engagement in HIV care in KwaZulu-Natal, SouthAfrica",[5081555]
332,"RT   DukeMScGH alum   published thesis re mens engagement in HIV care in KwaZulu-Natal, SouthAfrica",[5081555]
333,"If You Dont Take a Stand for Your Life, Who Will Help You? Mens Engagement in HIV Care in South Africa",[5081555]
334,"""If you don't take a stand for your life, who will help you?"" Men's engagement in HIV care in KwaZulu-Natal a",[5081555]
335,"""If you don't take a stand for your life, who will help you?"" Men's engagement in HIV care in KwaZulu-Natal a",[5081555]
336,"RT   ""If you don't take a stand for your life, who will help you?"" Men's engagement in HIV care in KwaZulu-Natal a",[5081555]
337,New The politics of holding home and LGBT visibility in contested Jerusalem,[5081758]
338,"The politics of holding home and LGBT visibility in contested Jerusalem, Gilly Hartal LGBTvisibility Israel",[5081758]
339,"RT   The politics of holding home and LGBT visibility in contested Jerusalem, Gilly Hartal LGBTvisibility Israel",[5081758]
340,"RT   The politics of holding home and LGBT visibility in contested Jerusalem, Gilly Hartal LGBTvisibility Israel",[5081758]
341,"Both sexes found erotica depicting male, female, or no dominance at all equally arousing",[5084691]
342,"RT   Both sexes found erotica depicting male, female, or no dominance at all equally arousing",[5084691]
343,"RT   Both sexes found erotica depicting male, female, or no dominance at all equally arousing",[5084691]
344,"RT   Both sexes found erotica depicting male, female, or no dominance at all equally arousing",[5084691]
345,Fifty Shades Flipped Effects of Reading Erotica Depicting a Sexually Dominant Woman vs a Sexually Dominant Man,[5084691]
