,body,cites_papers
73,38% of female grad students report experiencing  SexualHarassment at school  harassment linked to negative outcomes,[7583185]
74,Citation is at found via,[7583185]
75,Still Second Class  Sexual Harassment of Graduate Students  a  HT,[7583185]
76,Free research - Still Second Class  Sexual Harassment of Graduate Students,[7583185]
77,"""Still Second Class  Sexual Harassment of Graduate Students""",[7583185]
78,Juicy tip   RapeCulture  LOL,[7583185]
79,SAGEpsychology Still Second Class  Sexual Harassment of Graduate Students PWQ4U,[7583185]
80,Partner Meeting Contexts and  Risky Behavior in College Students' Other-Sex and  Same-Sex Hookups  a  HT    sexuality,[5053113]
81,Still Second Class  Sexual Harassment of Graduate Students,[7583185]
82,Yes! Let's do a better job incorporating  intersectionality into quantitative  psychology research,[7604628]
83,Invited Reflection  Intersectionality Theory and Feminist Psychology  Psychiatry,[7614038]
84,Invited Reflection  Intersectionality as an Epistemological Challenge to      Psychiatry,[7614045]
85,Cy  BiolSexDiffer Age and sex dependent effects of early overnutrition on metabolic parameters and the role of,[8057247]
86,My article  coauthor Yulia Dementieva  titled The Contextual Specificity of Gender is now online!   springerlink,[8084434]
87,My article  coauthor Yulia Dementieva  titled The Contextual Specificity of Gender is now online!,[8084434]
88,Contextual Specificity of  Gender  Femininity and Masculinity in College Students Same- Other-Gender Peer Contexts,[8084434]
89,"Study  Doing Gender Online  New Mothers Psychological Characteristics, Facebook Use, and Depressive Symptoms",[8175741]
90,Study explains why some new moms post the baby pictures non-stop on  socialmedia  Via Sex Roles Journal,[8175741]
91,Partner Meeting Contexts and  Risky Behavior in College Students' Other-Sex and  Same-Sex Hookups  a  HT,[5053113]
92,"New Mothers' Psychological Characteristics, Facebook Use, and Depressive Symptoms",[8175741]
93,Facebook activity and profile pictures can help identify new mothers at risk for postpartum  depression,[8175741]
94,Has the American Publics Interest in Info   Related to Rel'ps Beyond The Couple Increased Over Time?,[8191883]
95,Has the American Publics Interest in Info   Related to Rel'ps Beyond The Couple Increased Over Time?   ,[8191883]
96,Has the American public interest in Polyamory and Open Relationships increased from 2006 to 2015? Another,[8191883]
97,article suggests rules of  romance are changing as web searches for  poly and   openrelationships increase,[8191883]
98,Polyamory trending? Has Interest in Information Related to Relationships Beyond The Couple Increased Over Time?,[8191883]
99,NICE!!  Google Trends shows that searches for polyamory and open relationships have increased over the last ten,[8191883]
100,"Google searches for  polyamory have significantly increased from 2006-2016, esp  relative to other popular searches",[8191883]
101,"NormanBuffong    DrZhana  Google searches for  polyamory have significantly increased from 2006-2016, esp  relati",[8191883]
102,,[5057831]
103,"Has American Public's Interest in Information Related to Relationships Beyond ""The Couple"" Increased Over Time?  a",[8191883]
104,"Has American Public's Interest in Information Related to Relationships Beyond ""The Couple"" Increased Over Time?  a  ",[8191883]
105,Has the American Publics Interest in Information Related to Relationships Beyond The Couple Increased Over Time?,[8191883]
106,Grateful for Tumbleweed review in  ! Love the adjectives  ambitious compelling careful optimistic   + bleak!,[8201062]
107,'Cisgender psychologists' attitudes to trans people'   now  OpenAccess via FAC  LBGT  research,[8270885]
108,'Cisgender psychologists' attitudes to trans people'   now  OpenAccess via FAC  LBGT,[8270885]
109,"Kathryn Yount, Stephanie Miedema and  Chris Martin of  EmorySociology publish new article in the journal, Sex Roles",[8344121]
110,Gender ideologies and  young mens responses to work/family policies  menshealth  gender,[8393154]
111,"Masculinity and the Stalled Revolution  How Gender Ideologies, Norms Shape  Mens Responses to WorkFamily Policies",[8393154]
112,An understudied topic  new study on Sexual Harassment Against Men,[3928626]
113,Fascinating article on the discrepancy between objective and perceived sexual risk-taking,[5057831]
114,How Gender Ideologies and  Norms Shape Mens Responses to WorkFamily Policies  genderequity  masculinity  paywall,[8393154]
115,Masculinity and the Stalled Revolution  How Gender Ideologies and Norms Shape Young Mens Respo     gendersociety,[8393154]
116,Men are more likely to support shared care work if they think their peers do this too,[8393154]
117,How  gender norms shape young mens responses to work/family policies  menshealth,[8393154]
118,New paper on family-friendly legislative practices in Politics and  Gender with Dave Cutts     and    - ,[8394340]
119,You might find this useful from me and colleagues - - AMs under growing pressures,[8394340]
120,Link to study,[8425654]
121,Why do young ppl use condoms? For protection against pregnancy  51% of partners   STIs  17%   both  33%,[8425654]
122,Competing Priorities  Partner-Specific Relationship Characteristics and  Motives for Condom Use  At-Risk Young Adults ,[8425654]
123,Competing Priorities  Partner-Specific Relationship Characteristics and  Motives for Condom Use  At-Risk Young Adults,[8425654]
124,Transmitting values from African American  fathers to sons  menshealth,[5060908]
125,Competing Priorities  Partner-Specific Relationship Characteristics and  Motives for At-Risk Young Adults  Condom Use,[8425654]
126,Partner-Specific Relationship Characteristics and  Motives for Condom Use Among At-Risk Young Adults,[8425654]
127,fear of negative evaluation and  social distress when dating associated with sexting behaviors,[8425971]
128,,[8425971]
129,New study  Relational anxiety and sexting,[8425971]
130,Would someone mind sexting  or emailing me  a copy of this sexting paper? Thanks very much,[8425971]
131,"Undergrads   sexting linked to low attachment avoidance, fear of negative evaluation and  social distress when dating",[8425971]
132,Relational  Anxiety and Sexting  a  MT,[8425971]
133,MT    New study  Does relational anxiety pressure young adults to participate in  sexting?,[8425971]
134,New Journal of Sex Research study  Does relational anxiety pressure young adults to participate in  sexting?,[8425971]
135,"Feminism, fieldwork and  the military  researchers incl  ,   and  I talk to each other in",[5061279]
136,SexSciSociety    kinseyinstitute  New Journal of Sex Research study  Does relational anxiety pressure young ad,[8425971]
137,nRICHd_Pursuits    SexSciSociety    kinseyinstitute  New Journal of Sex Research study  Does relational anxie,[8425971]
138,Low attachment avoidance and  high fear of negative evaluation from a dating partner predict why people sext,[8425971]
139,Relational Anxiety and  Sexting  a  HT,[8425971]
140,"Profiles of African Am College Students Alcohol Use and  Sexuality  Assoc w Stress, Discrimination and  Social Support",[8439929]
141,"Profiles of African Am College Students' Alcohol Use and  Sexuality  Assoc w Stress, Discrimination and  Social Support",[8439929]
142,"African Am College Students Alcohol Use and  Sexual Behaviors  Stress, Discrimination and  Support Impact",[8439929]
143,"African Am College Students Alcohol Use and  Sexual Behaviors  Stress, Discrimination and  Support Impact HT",[8439929]
144,,[8443207]
145,"Politics and  Gender - He Said, She Said  The Impact of Candidate Gender in Negative Campaigns",[8443211]
146,"Feminism, fieldwork and  the military  researchers incl  ,   and  I talk to each other in   ht",[5061279]
147,The Impact of Candidate Gender in Negative Campaigns,[8443211]
148,Interesting new study  Exploring U S  Social Work Students Sexual Attitudes and  Abortion Viewpoints,[8457277]
149,New article from research team on U S  MSW student's attitudes on sexuality and   abortion in Journal of Sex Research,[8457277]
150,Exploring U S  Social Work Students Sexual Attitudes and Abortion Viewpoints,[8457277]
151,Exploring U S  Social Work Students Sexual Attitudes and Abortion Viewpoints  a  HT,[8457277]
152,Hot of the presses! Development of a new measure of sexual contingent self-worth,[8463231]
153,,[8463231]
154,  a  HT,[8463231]
155,This scale for measuring  selfesteem vis--vis  sexuality will be useful in studies of psychosocial aspects of  HIV,[8463231]
156,This scale for measuring  selfesteem vis--vis  sexuality will be useful in studies of psychosocial aspects of  HIV ,[8463231]
157, - International Feminist Journal of Politics,[5061279]
158,Our new paper on relationship between importance of family values and  homophobia in Scotland  and Lithuania,[8477281]
159,Our new paper on relationship between importance of family valuesand homophobia in Scotlandand Lithuania,[8477281]
160,Cross cultural analysis shows the role of the family in national identity definition predicts homophobia Open Access,[8477281]
161,"New by  ,Kalinauskaiteand    Impact of Family Values on Homophobia in Lithuaniaand Scotland",[8477281]
162,Evidence of correlation between national identification and   homophobia  Important to decouple identities and  prejudice,[8477281]
163,Full text of my paper with   on homophobia and national endorsement of family values,[8477281]
164,Impact of Natl ID and  Perceived Importance of Family Values on Homophobic Attitudes in  Lithuania and   Scotland  LGBT,[8477281]
165,Impact of Natl ID and  Perceived Importance of Family Values on Homophobic Attitudes in  Lithuania and   Scotland,[8477281]
166,Interesting graph,[8477281]
167,"Religious Beliefs, Gender Consciousness, and Womens Political Participation",[8490677]
168,My talk re researching military as feminists w/   etc is now in print at    femsecst,[5061279]
169,"My newest paper w   ""Religious Beliefs, Gender Consciousness, and Womens Political Participation""",[8490677]
170,"Bystander Attitudes to Prevent Sexual Assault  A Study of College Students in the U S , Japan, India Vietnam and  China",[8598775]
171,"Bystander Attitudes to Prevent Sexual Assault  A Study of College Students in the U S , Japan, India Vietnam and  China h",[8598775]
172,Evidence for sex differences in osteoarthritis of the knee - potential for targeted treatment  bsd,[8609865]
173,Evidence for sex differences in osteoarthritis of the knee - potential for targeted treatment  bsd,[8609865]
174,Book review on Dispossession  the performative in the political by Leticia Sabsay,[8698040]
175,Ohhh can't wait to read and cover on EP,[8719806]
176,"""from the perspective of a breastfeeding mother, what characterizes an ideal public sphere in a liberal society?""",[8719806]
177,"MT    ""from the perspective of a breastfeeding mother, what characterizes an ideal public sphere in   """,[8719806]
178,Sex differences in pain behaviors following three early life stress paradigms,[8730665]
179,My talk re researching military as feminists w/   etc is now in print at,[5061279]
180,Sex differences in pain behaviors following three early life stress paradigms      ,[8730665]
181,"Antnia Casellas' review on Public spaces, gender and  diversity  Geographies for inclusive cities",[8819419]
182,'Stepping through the looking glass  The future for women in sport' by R  Hall and     womeninsport,[8858757]
183,'Stepping Through the Looking Glass  The Future for Women in Sport' by Ruth Hall and     scholarsaturday,[8858757]
184,'Stepping Through the Looking Glass  The Future for Women in Sport' by Ruth Hall and     scholarsaturday ,[8858757]
185,Legalizing Parents and Other Caregivers  A Family Immigration Policy  socialpolitics,[8889081]
186,Clare Mariskind's book review on ,[8954227]
187,Gender and  Society article  Carceral and Intersectional Feminism in Congress,[8998953]
188,"Carceral and Intersectional Feminism in Congress  The Violence Against Women Act, Discourse, a     gendersociety",[8998953]
189,"Carceral and intersectional feminism in Congress  The Violence Against Women Act, discourse, and policy",[8998953]
190,"Eprints  talking bout feminist military research feat   ,  , Alex Hyde, Sarah Bulmer",[5061279]
191,,[9036833]
192,"To attract more competitive job candidates, family-supportive policies matter",[9076649]
193,Do gender roles and  stereotypes about STEM careers explain women and  mens science pursuits? New research suggests yes,[9099050]
194,Do gender roles and  stereotypes about STEM careers explain women and  mens science pursuits? New research,[9099050]
195,Emma Berman and Jody Emel's review of Buzz  urban beekeeping and the power of the bee,[9131831]
196,Context matters-living in areas w LGBT resources related to outness/social support and  less internalized homophobia,[9141999]
197,Context matters for outness  Queer women more likely to  ComeOut if they live in affirmative places w LGB resources,[9141999]
198,"Differences Across Contexts  Minority Stress and  Interpersonal Relationships for Lesbian, Gay and  Bisexual Women  a",[9141999]
199,"First, first author paper, 3 year in the making  Same sex other sex gender differences in adolescent empathy",[9146660]
200,Empathy gap starts as early as young teenagers - other evidence shows it can start even earlier,"[9146660,15437811]"
201,"For ppl at high risk 4 HIV due to substance abuse, HIV interventions lower rate of unprotected  AnalSex",[5062023]
202,Q  Why do people care less when men have problems than when women do? A  there is a gender empathy gap,[9146660]
203,Studying  sex as a  biological_variable  Dos and don'ts,[9154442]
204,Here is another which includes perspectives from the Canadian and American funding agencies --,[9154442]
205,Bluehand  BluehandFamily  BritainFirst realscientists  Here is another which includes perspectives from the Ca,[9154442]
206,"When young ppl are exposed 2 romantic  vs sexual or neutral  cues, they rate themselves as less sexually permissive",[9219198]
207,Priming Sexual and  Romantic Representations  Sex Encourages and  Romance Discourages Sexual Permissiveness Sometimes  a,[9219198]
208,Priming Sexual and  Romantic Representations  Sex Encourages and  Romance Discourages Sexual Permissiveness Sometimes  a ,[9219198]
209,"""Sexual"" cues prime ppl to rate themselves as more sexually permissive than ""romantic"" cues",[9219198]
210,"""Sexual"" cues prime ppl to rate themselves as more sexually permissive than ""romantic"" cues htt",[9219198]
211,Sexual Possible Selves and  Strategies of 1st-Semester College Students  What Do They Hope for and  Fear?  a HT,[9273255]
212,Heterosexual Anal Sex among Men and Women in Substance Abuse Treatment  a  HT    HIV  ,[5062023]
213,Sexual Possible Selves and  Strategies of 1st-Semester College Students  What Do They Hope for and  Fear?  a,[9273255]
214,Preclinical research getting it Right and moving us closer to Sex-Selective Therapies    bsd,[9536437]
215,Preclinical research getting it Right and moving us closer to Sex-Selective Therapies    bsd  ,[9536437]
216,New piece out in IFjP with Ceridwen Spark on women's political participation in Melanesia,[9570841]
217,interesting but doesn't account for why those who could win don't run  See,[9570841]
218,Sport = Male But Not All Sports  Investigating the Gender Stereotypes of Sport Activities at the Explicit and ,[9578251]
219,Sport = Male But Not All Sports,[9578251]
220,'   Investigating the Gender Stereotypes of Sport Activities at the Explicit and Implicit Levels'  scholarsaturday,[9578251]
221,"Women have darker skin, eyes and hair than men given the same genotype   ",[9613669]
222,New article by   on women's  humanrights struggles and   collectiveidentity in  Honduras  WHRD,[9627710]
223,"New  workplace sexual harassment of men ""punishment for men who deviate fm prescriptions of traditional masculinity""",[3928626]
224,Heterosexual Anal Sex among Men and Women in Substance Abuse Treatment  a  HT    HIV  STI  STD  SUD,[5062023]
225,Spatial imaginaries and  collectiveidentity in womens  humanrights struggles in  Honduras,[9627710]
226,"Maaret Jokela-Pansini, Spatial imaginaries and collective identity in womens human rights struggles in Honduras,",[9627710]
227,lgbtiq in  DRR  the pioneer example of  WeHo -,[9746749]
228,lgbtiq in  DRR  the pioneer example of  WeHo -   ,[9746749]
229,Weve seen the future and  its very diverse  beyond  gender and disaster   California,[9746749]
230,Weve seen the future and  its very diverse  beyond  gender and disaster   California   ,[9746749]
231,"""Looking at  porn  appears to be reasonably common in Australia, with adverse effects reported by a small minority """,[9752190]
232,"Very few individuals consider themselves addicted to pornography  most see benefits,",[9752190]
233,"""Looking at pornographic material  is  common in Australia, with adverse effects reported by a small minority""",[9752190]
234,Nationally representative study in Australia  Adverse effects of  porn use reported by only small minority of users,[9752190]
235,"Where in brain is men's sexual arousal? Prefrontal cortex and  amygdala--incidentally, also site of sensation-seeking",[5070431]
236,Nationally representative study in Australia  Adverse effects of  porn use reported by only small minority of users ht,[9752190]
237,A Profile of Pornography Users in Australia  Findings From the Second Australian Study of Health and  Relationships,[9752190]
238,4% of Australian men report porn addiction - but only 1/2 of those think it's a bad thing!,[9752190]
239,4% of Australian men report porn addiction - but only 1/2 of those think it's a bad thing! ,[9752190]
240,"New study  N=20,094 Australians age 16-69 sex films overwhelmingly positive effects &lt 1% problem",[9752190]
241,"New study  N=20,094 Australians age 16-69, sex films overwhelmingly positive effects, &lt 1% problem",[9752190]
242,"New study  N=20,094 Australians age 16-69, sex films overwhelmingly positive effects, &lt 1% problem h",[9752190]
243,Profile of Porn Users in Australia  Findings From 2nd Australian Study of Health and  Relationships  a  HT,[9752190]
244,Profile of Porn Users in Australia  Findings From 2nd Australian Study of Health and  Relationships  a,[9752190]
245,Link this study whenever you hear   /   bang on about the harms of pornography  auspol,[9752190]
246,Great publication by my friend and fellow   alum   on  masculinity and  HIV care in  KZN  SouthAfrica,[5081555]
247,"A lot of porn talk lately  Here are the facts  most Aussies consume porn, overwhelming majority rate it positively",[9752190]
248,"A lot of porn talk lately  Here are the facts  most Aussies consume porn, overwhelming majority rate it positively  ",[9752190]
249,What percentage of Australians view themselves as 'porn addicted'? &lt 4%  FightPornPanic  auspol,[9752190]
250,Data show problems with use  not necessarily dx  are slightly more than schizophrenia prevalence  Tiny  Mainly +,[9752190]
251,Great response   let's look at data,[9752190]
252,Data show problems with use  not necessarily dx  are slightly mo,[9752190]
253,"Data say effects ""bad"" in &lt 1% women and  &lt 4% of male users in representative survey",[9752190]
254,"""childfree  i e  childfree-by-choice  women elicited envy, disgust, and harm behaviors""  perfect",[9820743]
255,I Dont Need Help   Gender Differences in how Gender Stereotypes Predict  Help-Seeking - Sex Roles J Res,[9821148]
256,Estrous cycle influences excitatory amino acid transport and visceral pain sensitivity in,[9826808]
257,Great publication by my friend and fellow DukeGHI alum zissette on  masculinity and  H,[5081555]
258,Estrous cycle influences excitatory amino acid transport and visceral pain  microbiome,[9826808]
259,"Estrous cycle influences excitatory amino acid transport, visceral pain in rat  effects of early-life stress",[9826808]
260,,[9867086]
261,"Toward a Relational Understanding of Objectification, Body Image and  Preventive  SexualHealth  a  HT",[9867086]
262,"Toward a Relational Understanding of Objectification, Body Image and  Preventive  SexualHealth  a  HT",[9867086]
263,Young Womens Views of Unwanted  Sex  By  MSW Annie Bruns'16 and  Dr  Bay-Cheng  -free article!,[10073777]
264,How women perceive their unwanted sexual experiences depends on social and financial success,[10073777]
265,"SAGEpsychology Yes, But  Young Womens Views of Unwanted Sex at the Intersection of Gender and Class PWQ4U",[10073777]
266,"Interesting and  important - 'Yes, But  Young Womens Views of Unwanted Sex at the Intersection of Gender and Class'",[10073777]
267,"Interesting and  important - 'Yes, But  Young Womens Views of Unwanted Sex at the Intersection of Gender and Class' ",[10073777]
268,New publication - male engagement in  HIV care in  KZN  SouthAfrica and  how we can use  masculinity to promote care,[5081555]
269,affective  inequalities in possibilities for consensual and wanted sex,[10073777]
270,"Yes, But  Young Womens Views of Unwanted Sex at the Intersection of Gender and Class",[10073777]
271,Review of The spirit of  revolution  beyond the dead ends of man,[10133406]
272,"New in BSD  Becker et al ""Female rats are not more variable than male rats  a meta-analysis of neuroscience studies",[10183177]
273,"Important new paper from my awesome colleague Jill Becker, with Brian Prendergast and  Jing Liang",[10183177]
274,"""among diverse traits relevant to neuroscience, female rats are no more variable than male rats""  bsd",[10183177]
275,Female rats are not more variable than male rats  a meta-analysis of neuroscience studies -  bsd,[10183177]
276,Female rats are not more variable than male rats  a meta-analysis of neuroscience studies  bsd,[10183177]
277,NIHOBSSR Female rats are not more variable than male rats  a meta-analysis of neuroscience studies NIDAnews UCh,[10183177]
278,"New in BSD  Becker et al ""Female rats are not more variable than male rats  a meta-analysis of neuroscience studies ",[10183177]
279,"DukeMScGH alum   published thesis re  mens engagement in  HIV care in KwaZulu-Natal,  SouthAfrica",[5081555]
280,Female rats are not more variable than male rats  a meta-analysis of neuroscience studies,[10183177]
281,NIHOBSSR Female rats are not more variable than male rats  a meta-analysis of neuroscience studies UMBME  cunyn,[10183177]
282,Female rats are not more variable than male rats  a meta-analysis of neuroscience studies   ,[10183177]
283,old dude with old data- we're not more variable!,[10183177]
284,Female rats are not more variable than male rats according to a new study published in,[10183177]
285,Lack of female rats in  neuroscience studies causes scientific bias via,[10183177]
286,Meta-analysis  male rats are not more variable than female rats in any way,[10183177]
287,Female rats are not more variable than male rats,[10183177]
288,Female Rats are Not More Variable than Male Rats = No more excuses for single sex animal studies,[10183177]
289,Great work by    Female rats are not more variable than male rats   bsd,[10183177]
290,"If You Dont Take a Stand for Your Life, Who Will Help You?   Mens Engagement in  HIV Care in South Africa",[5081555]
291,Lack of female rats in  neuroscience studies causes scientific bias,[10183177]
292,Totally agree! Great it has been finally shown   It's often forgotten that males also fluctuate with their testosterone levels,[10183177]
293,"Females are not more variable, so stop using that excuse for not studying them! Evidence here   wcbr2017",[10183177]
294,"Females are not more variable, so stop using that excuse for not studying them! Evidence here   ",[10183177]
295,Angela Colantonio at  pink TBI  Female rats no more variable than males  No reason to exclude women   IBIA2017,[10183177]
296,"For a source of female mice NOT being more variable than male mice, that ref mentions some soruces but also",[10183177]
297,When Womens Gains Equal Mens Losses  Predicting a Zero-Sum Perspective of Gender Status - - Springer,[10213200]
298,Our  writerscrushwednesday is Prof  Joelle Ruthig   Check out her newest article on gender and zero sum games here,[10213200]
299,"""Straight girls kissing"" isn't limited to colleges, but its meaning changes in less elite places  by",[10214292]
300,Straight girls kissing? Understanding same-gender sexuality beyond the elite college campus,[10214292]
301,"""If you don't take a stand for your life, who will help you?""  Men's engagement in HIV care in KwaZulu-Natal  a",[5081555]
302,"""Straight Girls Kissing""?  Understanding Same-Gender Sexuality beyond the Elite College Campus  gendersociety",[10214292]
303,Y is  samesex sex more common among less educated straight-identified women? Interviews w/noncollege women clarify,[10214292]
304,'Knowing your status and  your partners status is really where it starts'  menshealth  LGBT,[10245807]
305,A Qualitative Exploration of the Process by Which a Sexual Partners HIV Status Can Influence Sexual Decision Making,[10245807]
306,SexSciSociety    cygraham_graham  A Qualitative Exploration of the Process by Which a Sexual Partners HIV Sta,[10245807]
307,nRICHd_Pursuits    SexSciSociety    cygraham_graham  A Qualitative Exploration of the Process by Which a Sexu,[10245807]
308,A Qualitative Exploration of the Process by Which a Sexual Partners HIV Status Can Influence Sexual Decision Making h,[10245807]
309,New  OA research from IFJP   How organizational research can avoid the pitfalls of a co-optation perspective  gender,[10262792]
310,New  OA research from IFJP   How organizational research can avoid the pitfalls of a co-optation perspective,[10262792]
311,New  The politics of holding  home and LGBT visibility in contested Jerusalem,[5081758]
312,How organizational research can avoid the pitfalls of co-optation  gender equality work in Austrian universities,[10262792]
313,Angelika Striedlinger's piece in our special section on  cooptation of  feminist agendas is  openaccess,[10262792]
314,gender and   foodsecurity in  Bangladesh  the impact of  climatechange,[10269260]
315,Positive Feelings After Casual Sex  The Role of Gender and Traditional Gender-Role Beliefs,[10270182]
316,Positive Feelings After Casual Sex  The Role of Gender and Traditional Gender-Role Beliefs    h,[10270182]
317,Positive Feelings After Casual Sex  The Role of Gender and Traditional Gender-Role Beliefs ,[10270182]
318,the healthy way,[10270182]
319,"What predicts sexual pleasure and  positive affect w/ CasualSex? For women and  men, being sexually assertive",[10270182]
320,"What predicts sexual pleasure and  positive affect w/ CasualSex? For women and  men, being sexually assertive h",[10270182]
321,"What predicts sexual pleasure and  positive affect w/i  CasualSex? For both women and  men, it's being sexually assertive",[10270182]
322,"The politics of holding  home and LGBT visibility in contested Jerusalem, Gilly Hartal  LGBTvisibility  Israel",[5081758]
323,Sample of students indicate that traditionalism linked to worse experiences with casual sex  HT,[10270182]
