,body,cites_papers
119,Han Chinese drifters in Lhasa  Junxi Qian and  Hong Zhu debate the ambivalent cultural politics of Tibetanness,[5069638]
120,and to continue the walking theme   our paper on dog walking is now available,[15168642]
121,Dogs of the park  dog walking as a cultural space      HM library can obtain text,[15168642]
122,"A2  I cont to find Watson,  , Jackson piece on care influential as I think about CRP  NYCMenTeachDay",[16080492]
123,"A2  I cont to find Watson,  , Jackson piece on care influential as I think about CRP",[16080492]
124,"Epigenetic modification from enviro stressors  e g , poverty , leading to long-term and cross-generational impacts",[19745792]
125,Evidence or speculation? Paging,[19745792]
126,"Epigenetic modification from enviro stressors  e g , poverty , leading to long-term and cross-generational impacts   ",[19745792]
127,Adolescent Abstention From  Delinquency  Examining the Mediating Role of Time Spent With  Delinquent  Peers  a,[19781463]
128,stopracializingsmartness  wakeupeveryone,[20956795]
129,   Annual Review of Anthropology,[22395418]
130,Context of First Same-Sex Condom Use and Nonuse in Young Black Gay and Bisexual Males -,[5069689]
131,Jussi Parikka's Geology of Media was reviewed in Cultural Geographies-journal,[23739621]
132,Context of First Same-Sex Condom Use and Nonuse in Young Black Gay and Bisexual Males,[5069689]
133,"What predicts condom nonuse in gay/bi black men? Partner trust, frequent HIV tests, lack of info, unsupportive peers",[5069689]
134,Context of 1st Same-Sex Condom Use and  Nonuse in Young Black Gay and   Bisexual Males  a HT    LGBT  Queer,[5069689]
135,Context of 1st Same-Sex Condom Use and  Nonuse in Young Black Gay and   Bisexual Males  a HT  ,[5069689]
136,Context of 1st Same-Sex Condom Use and  Nonuse in Young Black Gay and  Bisexual Males  a HT    LGBT  Queer,[5069689]
137,Context of 1st Same-Sex Condom Use and  Nonuse in Young Black Gay and  Bisexual Males  a HT  ,[5069689]
138,Adolescent Life Stress and the Cortisol Awakening Response  The Moderating Roles of Attachment,[5070887]
139,"Gender, Generational Status, and ParentAdolescent Sexual Communication  Implications for Latino/a Adolescent",[3049785]
140,Teens' closeness w peers  and  parents  buffers effects of stress on cortisol stress response   ThatsWhatFriendsAreFor,[5070887]
141,Moms play an essential role in getting their teens to take math and  science classes in high school,[5073012]
142,The Role of Mothers' Communication in Promoting Motivation for Math and Science Course-Taking in High School,[5073012]
143,Great to see all the hard work pay off!,[5073761]
144,Open Access UCL Research  Beyond geopower  earthly and anthropic geopolitics in The Great Game by War Boutique,[5073761]
145,Netherlands  greater classroom and  neighborhood  diversity linked to kids choosing same  vs cross -ethnic friends!,[5084482]
146,"Which is a reflection of diversity in schools  More of, more kids segregate",[5084482]
147,The Impact of Adolescents' Classroom and Neighborhood Ethnic Diversity on Same- and Cross-Ethnic Friendships on,[5084482]
148,The Impact of Adolescents' Classroom and Neighborhood Ethnic Diversity on Same- and Cross-Ethnic Friendships,[5084482]
149,Study finds - again - classroom diversity increases same-ethnicity friendships  conflict theory   adolescence,[5084482]
150,"Gender, Generational Status, and ParentAdolescent Sexual Communication  Implications for Latino/a Adolescent Sexu",[3049785]
151,haha!  ,[5084482]
152,Interesting study of how diverse classes increase same-ethnic friendships    soc007  ConflictTheory,[5084482]
153,Interesting study of how diverse classes increase same-ethnic friendships    soc007  C,[5084482]
154,Hurrah to   and    on their new SCG paper  Celtic  pilgrimage past and  present  free  OA  geography,[5089127]
155,Hurrah to   and    on their new SCG paper  Celtic  pilgrimage past and  present  f,[5089127]
156,", my co-written article on Celtic pilgrimage, with a nice ecumenical slant!",[5089127]
157,New issue of Social and  Cultural Geog is an   fest - also includes this on Celtic pilgrimage   scgjournal,[5089127]
158,New issue of Social and  Cultural Geog is an   fest - also includes this on Celtic pilgrimage,[5089127]
159,"""Celtic pilgrimage, past and present"" by   and    Free to access",[5089127]
160,A new open access paper on Celtic  pilgrimage from   and   in Social and  Cult Geog,[5089127]
161,Latino parents discussing sexual health consequences w/ teens predicted higher odds of intercourse 1 yr later,[3049785]
162,"Highway to Heaven'  the creation of a multicultural, religious landscape in suburban Richmond, British Columbia","[5092034,5092034]"
163,"et al explore the creation of a multicultural, religious landscape in suburban British Columbia",[5092034]
164,"Open Access UCL Research  'Highway to Heaven'  the creation of a multicultural, religious landscape in suburban",[5092034]
165,"Open Access UCL Research  'Highway to Heaven'  the creation of a multicultural, religious landscape in suburban    ",[5092034]
166,Long-Term Predictions From Early Adolescent Attachment State of Mind to Romantic Relationship,[5096515]
167,Long-Term Predictions From Early Adolescent Attachment State of Mind to Romantic Relationship Behaviors,[5096515]
168,Which relationship is more important  spouse or parent/child? Differences between Taiwan and USA,[5097388]
169,"Spec  Issue in Social and  Cultural Geography on relationships between Anglo and  German geo, intro free  TeamMultilingual",[5104802]
170,"Spec  Issue in Social and  Cultural Geography on relationships between Anglo and  German geo, intro free  TeamMultilingual ",[5104802]
171,Interesting article on the intersections of German and English-language geography,[5104802]
172,"Deflected Pathways  Becoming Aggressive, Socially Withdrawn, or Prosocial With Peers During the Transition to",[3053140]
173,Reading Jns and  Freytag 2016   article  In praise of the boundary spanners!  TeamMultilingual,[5104802]
174,Online 1st in Sand CG  'Attitudes towards the stranger  negotiating encounters with difference in the UK and Poland',[5105786]
175,Online 1st in Sand CG  'Attitudes towards the stranger  negotiating encounters with difference in the UK and Poland' ,[5105786]
176,New in SCG by   Attitudes towards the stranger  encounter,[5105786]
177,Attitudes towards the stranger  negotiating encounters with difference in the UK and Poland  brexitAcademia,[5105786]
178,Science Where contact between majority and minority groups takes place matters  interactions in social spaces mor,[5105786]
179,Where contact between majority and minority groups takes place matters  interactions in so,[5105786]
180,Where contact between majority and minority groups takes place matters  interactions in social spaces more likely ,[5105786]
181,Support for a social identity analysis of overseas students' experience of discrimination,[5197150]
182,Here's my article in the issue  'Geographies of generation  age restrictions in international adoption',[4072838]
183,Great to see my paper on neighbourhood change and loss of belonging online in Social and Cultural Geography!,"[5307960,5307960]"
184,Narratives of neighbourhood change and  loss of belonging in an urban garden village is discussed by,[5307960]
185,Publication is online - thanks to everyone involved    phdife  geography,[5610760]
186,My paper presented at last year's RGS has been published  There is still chance to present this year,[5610760]
187,My paper presented at last year's RGS has been published  There is still chance to present this year    ,[5610760]
188,Publication is online - thanks to everyone involved    phdife  geography   ,[5610760]
189,Cultural geographers - just wanna have fun,[5610760]
190,How notions of 'the comic' could add value to geographers' research  free,[5610760]
191,"this is cool, check this out too",[5610760]
192,Geographer   takes  laughter seriously  Check out his interesting new paper   ,[5610760]
193,Read about age  restrictions in international  adoption by   in Social and  Cultural Geog  scgjournal,[4072838]
194,Geographer   takes  laughter seriously  Check out his interesting new paper    ,[5610760]
195,I agree! Check out his Cultural Geographies paper here   ComicGeographies  lolGeography,[5610760]
196,Re-inventing the commons?   fellow D  Paudel sees Nepal  communityforestry as doing so,[5615382]
197,Re-inventing the commons  community forestry as accumulation without dispossession in Nepal,[5615382]
198,"Batman Surveillance and the Body-subject -  Ball, et al, 2016  - ",[5622278]
199," -  Ball, et al, 2016  - ",[5622278]
200,Big Data  Surveillance and  Body-Subject,[5622278]
201,Batman  Surveillance and  Body-Subject,[5622278]
202,  This paper considers the implications of big data     bodyandsociety,[5622278]
203,  Body Society June 2016 22 2 58-81,[5622278]
204,"And a few more free views available for my new SCG article on ""matching"" parent and  kid ages in int'l adoption' ",[4072838]
205,keywords big data Levinas Merleau-Ponty normativity proximity subjectivity surveillance,[5622278]
206,Congrats to Ed Wigley on publication of paper on micro-pilgrimage in  Bristol in  SCG,[5623975]
207,Edward Wigley considers the Sunday morning journey to church as a form of micro-pilgrimage,[5623975]
208,Review of Rescripting Religion in the City  Migration and Religious identity in the Modern Metropolis by,[5624556]
209,New paper in  scgjournal on   project  youth  nation  history   Gobaith Cymru,[5973297]
210,New paper in  scgjournal on   project  youth  nation  history   Gobaith Cymru ,[5973297]
211,It's  urdd2016 this week - 17  5    inc  paper on   Gobaith Cymru,[5973297]
212,It's  urdd2016 this week - 17  5    inc  paper on   Gobaith Cymru   ,[5973297]
213,OA Youth organisations and the reproduction of nationalism in Britain  the role of Urdd Gobaith Cymru,[5973297]
214,This article might be useful for your research on FGM laws,[6008482]
215,Last year I wrote an article about age restrictions on internationally adopting parents - free download here,[4072838]
216,"New  OA paper in  scgjrnl from G Valentine and  C Harris on ""Encounters and  in tolerance"" and the regulation of space",[6008482]
217,"New  OA paper in  scgjournal from Valentine and  Harris on ""Encounters and  in tolerance"" and the regulation of space",[6008482]
218,Encounters and  in tolerance  perceptions of legality and  regulation of space - new  OA article by Prof Gill Valentine,[6008482]
219,Encounters and  in tolerance  perceptions of legality and  regulation of space - new  OA article by Prof Gill Valentine h,[6008482]
220,Important paper post  Brexit -   and    on legitimising prejudice,[6008482]
221,You can read about the research in Gill Valentine and  Catherine Harris article on Encounters and  in tolerance 4/5,[6008482]
222,You can read about the research in Gill Valentine and  Catherine Harris article on Encounters and  in tolerance,[6008482]
223,Important paper post  Brexit -   and    on legitimising prejudice ,[6008482]
224,In a new  OpenAccess  OA paper   and    theorize geographies of encounter and  in tolerance,[6008482]
225,In a new  OpenAccess  OA paper   and    theorize geographies of encounter and  in tolerance  ,[6008482]
226,Family Influences on Mexican American Adolescents Romantic Relationships  Moderation by Gender and Culture,[2751930]
227,"Powerful writing by   on living through, with, on,  breastcancer in Social and  Cultural Geography",[4183476]
228,"New paper on gentrification, adaptive reuse, and  Toronto's churches by Nick Lynch  geog3701",[6009129]
229,"""how redundant worship spaces are appropriated and transformed into private domestic spaces""",[6009129]
230,"""Appropriating religion as secular commodity"" and  rejecting ""mainstream housing culture""",[6009129]
231,"New paper by N Lynch in Social and  Cultural Geog on ""Domesticating the church  the reuse of urban churches""  scgjrnl",[6009129]
232,"New paper by N Lynch in Social and  Cultural Geog ""Domesticating the church  the reuse of urban churches""  scgjournal",[6009129]
233,"New paper on gentrification, adaptive reuse, and  Toronto's churches by Nick Lynch  geog3701   ",[6009129]
234,Nicholas Lynch from   explores the reuse of urban churches as loft living in the post-secular city,[6009129]
235,Just came across Peter Jackson's excellent forthcoming piece in Social and  Cultural Geog on Jamie's School Dinners,[6014404]
236,Just came across Peter Jackson's excellent forthcoming piece in Social and  Cultural Geog on Jamie's School Dinners  ,[6014404]
237,"A new paper by   just out in Social and  Cultural Geography on """"  scgjrnl",[6018649]
238,Social and  Cultural Geography contains a paper by my   colleague   on living on from breast cancer,[4183476]
239,"A new paper by   just out in Social and  Cultural Geography on """"  scgjournal",[6018649]
240,Super excited to read this paper on 'more-than-human warfare' by   in,[6018649]
241,"Ruth Olden on '' - everyday circulations, turbidity and the work to create order in wastewater management",[6019141]
242,"Such a waste, indeed",[6019141]
243,Great piece by   exploring mediation and  how we address technologies of  popular  culture in our geographies,[6023516]
244,Great piece by   exploring mediation and  how we address technologies of  popular  culture in our geographies ,[6023516]
245,asks in Social and  Cultural Geog if popular cultural geographies should be more vulgar   scgjournal,[6023516]
246,asks in Social and  Cultural Geog if popular cultural geographies should be more vulgar   ,[6023516]
247,My latest paper on the relational turn in island studies  Just out in Social and Cultural Geography,[6023829]
248,"New paper by   on ""the relational turn in island geographies"" out in Social and  Cultural Geog  SCGjournal",[6026544]
249,Social and  Cultural Geography contains a paper by my   colleague   on living on from breast cancer  ,[4183476]
250,"New provocation in  SCGjournal by Dydia DeLyser  ""Careful work  building public cultural geographies""",[6026544]
251,"New paper by   on ""the relational turn in island geographies"" out in Social and  Cultural Geog",[6026544]
252,"New paper by   in Social and  Cultural Geography  ""Hate-crimes as racial violence""  scgjournal",[6038824]
253,"New paper by   in Social and  Cultural Geography  ""Hate-crimes as racial violence""  scgjo",[6038824]
254,Hate-crimes as racial violence  a critique of the exceptional,[6038824]
255,A new provocation in Social and  Cultural Geog -   asks about cultural geographies of development   scgjournal,[6040266]
256,A new provocation in Social and  Cultural Geog -   asks about cultural geographies of development,[6040266]
257,My new article on memories of migration + public space just out in Social and Cultural Geography,[6053037]
258,Just out in Social and  Cultural Geog  R Tchoukaleyska on Public Space and memories of migration in France   scgjournal,[6053037]
259,New from URP scholars/ARC Queering Disasters! Disaster impacts on LGBT memory + history by   +,[6104268]
260,Can anyone point me to autobiographical work by scholars on illness? So far I've read this powerful piece  highered,[4183476]
261,New work from ARC Queering Disasters! Disaster impacts on LGBT memory + history by   + me,[6104268]
262,New in Social and  Cultural Geog    and colleagues on LGBT experiences of natural disasters   scgjournal,[6104268]
263,New in Social and  Cultural Geog    and colleagues on LGBT experiences of natural disasters   ,[6104268]
264,Feminist glaciology not a hoax  Follow-up work  How disasters affect homosexuals differently,[6104268]
265,Feminist glaciology not a hoax  Follow-up work  How disasters affect homosexuals differently h,[6104268]
266,New Queering Disasters article  'The greatest loss was the loss of our history',[6104268]
267,New publication from URP researchers   and   for the ARC Queering Disasters Project,[6104268]
268,New Queering Disasters article  'The greatest loss was the loss of our history'    ,[6104268]
269,"Smith, Blazek, Brown and  van Blerk analyse the relational geographies of social policy and  youth mentoring interventions",[6125798]
270,"Smith, Blazek, Brown and  van Blerk analyse the relational geographies of social policy and  youth mentoring interventions ",[6125798]
271,Can anyone point me to autobiographical work by scholars on illness? So far I've read this powerful piece  highered ,[4183476]
272,OA Its good but its not enough  the relational geographies of social policy and youth mentoring inter,[6125798]
273,"'And now the end is near  enlivening and  politizising the geographies of dying, death and  mourning'",[6132301]
274,"New papers in SCG on 'Enlivening and  politizising the geographies of dying, death and  mourning' inc  OpenAccess",[6132301]
275,"New papers in SCG on 'Enlivening and  politizising the geographies of dying, death and  mourning' inc ",[6132301]
276,"Interesting read  paper on ""Foreign language communication anxiety",[6136991]
277, - Low - 2016 -,[6137440]
278,"What's linked w/ early teen dating? Early puberty, hands-off parents, rebellious older siblings, and  delinquent peers",[6137440]
279,"Family, Peer and  Pubertal Determinants of  Dating Involvement among Adolescents HT",[6137440]
280,Research  ,[6137857]
281,Books by Jackie Stacey and   on cancer are brilliant,[4183476]
282,  Although life satisfaction  LS  of ethnic minorities can,[6137857]
283,"New in  scgjournal - John and  Carlson explore remembrance, healing and justice through the  Dakota Commemorative March",[6147870]
284,"New in  scgjournal - John and  Carlson explore remembrance, healing and justice through the  Dakota Commemorative March ",[6147870]
285,Check out this new   paper by Gareth John and  !,[6147870]
286,new paper from Erica - Fanons other children  psychopolitical and pedagogical implications,[6155550]
287,"New article by Drs  Melissa A Martinez, Anjale AJ Welton, and Aurora Chang   Melissa and AJ are EDA alumnas",[6156424]
288, - Russell - 2016 - Journal of Research on Adolescence,[6162200]
289,How can research on adolescence contribute to social justice? My   address is here,[6162200]
290,Part-Time Employment and Problem Behaviors  Evidence From Adolescents in South Korea - Lee -,[6162443]
291,The medical humanities community will undoubtedly have lots of ideas,[4183476]
292,Part-Time Employment and Problem Behaviors  Evidence From Adolescents in South Korea,[6162443]
293,"A paper on how parents ""do family"" in the car",[6177041]
294,How do we perform family care in the car and  why does this impact our  CarDependency? New from Waitt and,[6177041]
295,New JPS article on GM soybeans and agribusiness in Argentina,[6194782]
296,"New book review in Social and  Cultural Geography  ""Off the grid  re-assembling domestic lift""",[6205245]
297,My new article  Teaching Black history as racial literacy,[6205760]
298,Poetic and provocative world-making from Gabriel Eshun and   in Social and  Cultural Geography  scgjournal,[6233605]
299,Geography is not what it used to be,[6233605]
300,The intersection of race and  class,[6259052]
301,"Out in Soc and  Cult Geography  David Beckingham explores time, space and  alcohol licensing in 1900s Glasgow   scgjournal",[6271136]
302,"Social and  Cultural Geog does  care  New articles by Juhila et al,","[4216920,4216922]"
303,Nice piece of historical research  the campaign against barmaids in 1900s Glasgow,[6271136]
304,"Out in Soc and  Cult Geography  David Beckingham explores time, space and  alcohol licensing in 1900s Glasgow",[6271136]
305,Our paper is out there!  phdchat  hypocoristics    Have a peak!,[6304962]
306,Here's the abstract  w/paywall-- full text,[6304962]
307,"Language, Culture, and Group Membership   Investigation Into the Social Effects of Colloquial Australian English  ",[6304962]
308,New paper out today in Social and Cultural Geography on 'Moral Geographies of Family',[6326730]
309,Important new paper by   in Social and  Cultural Geog on the moral geographies of family   scgjournal,[6326730]
310,Next time on  gcyfrgchat it's   Tues 9th Aug 2-3pm discussing her paper  Get it in your diaries!,[6326730]
311,Next time on  gcyfrgchat it's   Tues 9th Aug 2-3pm discussing her paper  Get it i,[6326730]
312,Join us tomorrow for  gcyfrgchat with   Tues 9th Aug 2-3pm discussing her paper   family  ethics  care,[6326730]
313,Interesting piece on mental health home visits and the institutionalisation of domestic spaces in,[4216920]
314,Join us tomorrow for  gcyfrgchat with   Tues 9th Aug 2-3pm discussing her paper   f,[6326730]
315,Don't miss   discuss her paper in    gcyfrgchat TODAY 2-3pm,[6326730]
316,New in Social and  Cultural Geog - Varotto and  Rossetta explore geographic film-making as public research   scgjournal,[6330336]
317,Effective negative  feedback is cross-culturally difficult  Read more about a study on negative feedback framing,[6358882]
318,SAGEpsychology Effective negative  feedback is cross-culturally difficult  Read more about a study on negative ,[6358882]
319,New article from Tamara Wattnem on  seedlaws and outlawing informal  seedsystems in the  globalsouth  See,[6359308]
320,J of peasant studies  Seed laws certification and  standardization  outlawing informal seed systems in the Global South,[6359308]
321,J of peasant studies  Seed laws certification and  standardization  outlawing informal seed systems in the Global South ,[6359308]
322,"Seed laws, certification and standardization  outlawing informal seed systems in the Global South",[6359308]
323,"Seed Laws, Certification and  Standardization  Outlawing Informal Seed Systems in Global South, Tamara Wattnem, 2016",[6359308]
324,"Gustavo Oliveira on ""The Geopolitics of Brazilan Soybeans""",[4269856]
325,"Becoming ecological citizens  connecting people through performance art, food matter and practices  openaccess",[6387467]
326,"art/matter/methodology 'Becoming eco citizens connecting people through performance art, food matter and practices'",[6387467]
327,"Using media to increase sustainability behavior  Good article, Sage Publications",[6387467]
328,"New from Cultural Geographies - Becoming ecological citizens  connecting people thru art, food matter and practices",[6387467]
329,This article maybe of interest to those arguing for  foodcitizen as opposd to ethical food consumer,[6387467]
330,here it is Mark  open access! Thanks for your interest,[6387467]
331,Modeling Trajectories of Adolescent-Perceived Family Conflict  Effects of Marital,[6404526]
332,Modeling Trajectories of Adolescent-Perceived Family Conflict  Effects of Marital Dissatisfaction and Parental,[6404526]
333,Latest cultural geog provocation in Soc and  Cult Geog-   on why religion matters to geographers  scgjournal,[6407630]
