,body,cites_papers
80,Spatial sexual dimorphism of X and Y homolog gene expression in the human central nervous system during early male,[4986348]
81,"Interaction between neonatal maternal deprivation and serum leptin levels on metabolism, pubertal development, and",[4992858]
82,"Masculinities on the verge An editorial Liu, W M Psychology of Men and Masculinity, Vol 171, Jan 2016, 1-2",[5008590]
83,Read Dr Liu's editorial from Psychology of Men and Masculinity here,[5008590]
84,Maternal and Paternal Influences on Young Swedish Womens and Mens Cosmetic Surgery Acceptance cscdstats,[5016608]
85,Exposure to ViolentMedia leads men to feel less attractive and more anxious abt their bodies BodyImage,[5021839]
86,Media Violence and Male Body Image PsycNET - Display Record,[5021839]
87,Media Violence and Male Body Image,[5021839]
88,Book review is available ahead of print here,[5037163]
89,Paper Gendertrolling A New Virtual Iteration of Everyday Misogyny by Jennifer D Rubin,[5037163]
90,Preclinical studies of sex differences a clinical perspective,[5041886]
91,Male Body Image and Visual Attention Towards Oneself and Other Men,[5048646]
92,Male body image and visual attention towards oneself and other men Psychology of Men and Masculinity,[5048646]
93,Gay androphilic men are on average of measurably shorter stature than others,[5048680]
94,Are gay men shorter than straight men?,[5048680]
95,"Sexual Orientation, Objective Height, and Self-Reported Height",[5048680]
96,"Gay men are shorter, on average, than straight men in Canada But no height differences in lesbians",[5048680]
97,Gay men shorter on average than straight men no height difference btwn lesbianbisexual v straight women,[5048680]
98,Study finds gay men to be shorter on average than straight men scratcheshead,[5048680]
99,Is sexual orientation related to how tall or short one is? psychology sexuality,[5048680]
100,"Another one androphilic men and women are shorter than gynephilic men and women, respectively",[5048680]
101,Partner Meeting Contexts and Risky Behavior in College Students Other-Sex and Same-Sex Hookups,[5053113]
102,Partner Meeting Contexts and Risky Behavior in College Students Other-Sex and Same-Sex Hookups via,[5053113]
103,Partner Meeting Contexts and Risky Behavior in College Students' Other-Sex and Same-Sex Hookups a HT   sexuality,[5053113]
104,Partner Meeting Contexts and Risky Behavior in College Students' Other-Sex and Same-Sex Hookups a HT,[5053113]
105,A Comparison of Actual and Perceived Sexual Risk Among Older Adults,[5057831]
106,Fascinating article on the discrepancy between objective and perceived sexual risk-taking,[5057831]
107,Transmitting values from African American fathers to sons menshealth,[5060908]
108,"Feminism, fieldwork and the military researchers incl  ,   and I talk to each other in",[5061279]
109,"Feminism, fieldwork and the military researchers incl  ,   and I talk to each other in   ht",[5061279]
110,Encounters with the Military - International Feminist Journal of Politics,[5061279]
111,My talk re researching military as feminists w   etc is now in print at   femsecst,[5061279]
112,My talk re researching military as feminists w   etc is now in print at,[5061279]
113,"Eprints talking bout feminist military research feat  ,  , Alex Hyde, Sarah Bulmer",[5061279]
114,"For ppl at high risk 4 HIV due to substance abuse, HIV interventions lower rate of unprotected AnalSex",[5062023]
115,Heterosexual Anal Sex among Men and Women in Substance Abuse Treatment a HT   HIV ,[5062023]
116,Heterosexual Anal Sex among Men and Women in Substance Abuse Treatment a HT   HIV STI STD SUD,[5062023]
117,"Where in brain is men's sexual arousal? Prefrontal cortex and amygdala--incidentally, also site of sensation-seeking",[5070431]
118,Great publication by my friend and fellow   alum   on masculinity and HIV care in KZN SouthAfrica,[5081555]
119,Great publication by my friend and fellow DukeGHI alum zissette on masculinity and H,[5081555]
120,New publication - male engagement in HIV care in KZN SouthAfrica and how we can use masculinity to promote care,[5081555]
121,"DukeMScGH alum   published thesis re mens engagement in HIV care in KwaZulu-Natal, SouthAfrica",[5081555]
122,"If You Dont Take a Stand for Your Life, Who Will Help You? Mens Engagement in HIV Care in South Africa",[5081555]
123,"If you don't take a stand for your life, who will help you? Men's engagement in HIV care in KwaZulu-Natal a",[5081555]
124,New The politics of holding home and LGBT visibility in contested Jerusalem,[5081758]
125,"The politics of holding home and LGBT visibility in contested Jerusalem, Gilly Hartal LGBTvisibility Israel",[5081758]
126,"Both sexes found erotica depicting male, female, or no dominance at all equally arousing",[5084691]
127,Fifty Shades Flipped Effects of Reading Erotica Depicting a Sexually Dominant Woman vs a Sexually Dominant Man,[5084691]
128,Fifty Shades Flipped Effects of Reading Erotica Depicting a Sexually Dominant Woman Comprd to a Sexual Dom Man,[5084691]
129,Men and women equally aroused by erotica feat dominant woman as by erotica feat dominant man FemDomAllTheWay,[5084691]
130,How do attitudes toward women and beliefs about rape change after reading erotica ft a dominant man vs woman?,[5084691]
131,Fifty Shades Flipped Effects of Reading Erotica Depicting a Sexually Dominant Woman vs a Sexually Dominant Man ,[5084691]
132,the study,[5084691]
133,super interesting study I found while trying to focus on an exercise for WGS111 GenderMediaMIT,[5084691]
134,Academic Fifty Shades Flipped Effects of Reading Erotica Depicting a Sexually Dominant Woman bdsm kink,[5084691]
135,Academic Fifty Shades Flipped Effects of Reading Erotica Depicting a Sexually Dominant Woman b,[5084691]
136,50 Shades Flipped Effects of Reading Erotica Depicting a Sexually Dominant Woman vs Sexually Dominant Man a,[5084691]
137,"Sociable men more often seen as gay than competent men, bc nice guys are considered less masculine",[5086459]
138,Are All the Nice Guys Gay? Impact of Sociability and Competence on Social Perception of Male Sexual Orientation,[5086459]
139,"Youyenn Teo 2016 class differentials in the elusive quest for work-life balance In Gender, Place and Culture",[5086963]
140,"Not everyone has maids class differentials in the elusive quest for work-life balance, Youyenn Teo",[5086963]
141,Now out! Latest article on LGBT disaster experiences from our ARC DP,[5087455]
142,"In the context of your visit to Hebden,   this new paper by   sprang to mind",[5087455]
143,Now out! Latest article on LGBT disaster experiences from our ARC DP   ,[5087455]
144,Problems and possibilities on the margins LGBT experiences in the 2011 Queensland floods LGBT QueenslandFloods,[5087455]
145,Thanks to   for inviting me to review Harris and Giuffre's excellent book on women chefs,[5091310]
146,"How is it that womengender most commonly associated with food, cookinghave lagged behind men in pro kitchens?",[5091310]
147,Gender equality in housework among professional Filipinas in MelbourneC P Limpangog gender filipinamigrants,[5093628]
148,Gender equality in housework among professional Filipinas in Melbourne painfully slow and illusory? by Limpangog,[5093628]
149,Gender inequality within the ivory tower bookreview highered womeninscience,[5100852]
150,Queering the transnational turn regionalism and queer Asias,[5100858]
151,"Queering the transnational turn regionalism and queer Asias, Howard Chiang and Alvin K Wong queerstudies Asia",[5100858]
152,Queering the transnational turn regionalism and queer Asias by Chiang and Wong,[5100858]
153,Whats radical about reality TV? An unexpected tale from Shanghai of a Chinese lesbian antihero,[5100859]
154,"Whats radical about reality TV? An unexpected tale from Shanghai of a Chinese lesbian antihero, Camila Bassi",[5100859]
155,A 2016 paper uses Marxism to analyse lesbian sub-cultures on Chinese reality shows,[5100859]
156,"Critical queer regionality and LGBTQ politics in Europe, Jon Binnie LGBTQpolitics Europe sexuality regionality",[5100925]
157,"Critical queer regionality and LGBTQ politics in Europe by Jon Binnie,",[5100925]
158,The phenotypic impact of the male-specific region of chromosome-Y in inbred mating the role of genetic variants,[5101813]
159,New data show that Y chromosome  has elevated effects compared to the autosomes on 53 phenot in 7 rat strainsbsd,[5101813]
160,"Open access article Oral sex, young people and gendered narratives of reciprocity",[5103506]
161,Interviews w UK teens reveals 2 contrasting views of OralSex on women as bigger deal vs equal to oral on men,[5103506]
162,"The latest paper from our sixteen18 project -- Oral Sex, Young People, and Gendered Narratives of Reciprocity",[5103506]
163,Oral Sex and Gendered Narratives of Reciprocity MF in The Journal of Sex Research,[5103506]
164,Is it really give and take? New research examines how young people talk about oral sex adolescenthealth,"[5103506,5103506]"
165,"Interesting study about OralSex and Adolescents Is it mutual, reciprocal between young men and women? by",[5103506]
166,"Oral Sex, Young People, and Gendered Narratives of Reciprocity a HT",[5103506]
167,and here's the link to the oral sex paper itself,[5103506]
168,"Serious article that blew me away Oral Sex, Young People, and Gendered Narratives of Reciprocity",[5103506]
169,Finally got it Snake  pussy I thought they were representing 'bocat' with an actual cat,[5103506]
170,Full open access text of piece in TandF's top 10 available on LSHTM's Research Online here,[5103506]
171,"This looks interesting Oral Sex, Young People, and Gendered Narratives of Reciprocity",[5103506]
172,"Planning with communities in regeneration projects toward a gendered civicTovi Fenster, Efrat Eizenberg gender ",[5105868]
173,"Planning with communities in regeneration projects toward a gendered civicTovi Fenster, Efrat Eizenberg gender",[5105868]
174,"Planning with communities in regeneration projects toward a gendered civic capacity by Fenster and Eizenberg,",[5105868]
175,But you dont look like a scientist! Womeninscience with feminine appearance deemed less likely to be scientists,[5110616]
176,Women Scientists with Feminine Appearance Deemed Less Likely to be Scientists  STEM science gender bias edu,[5110616]
177,But you dont look like a scientist! Womeninscience with feminine appearance deemed less likely to be scientists ht,[5110616]
178,But You Dont Look Like A Scientist! Women Scientists wFeminine Appearance are Deemed Less Likely to be Scientists,[5110616]
179,"Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists 2016, authors inc",[5110616]
180,"Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists 2016, authors in",[5110616]
181,Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists 2016 via,[5110616]
182,"Results suggest 4 womeninSTEM, feminine appearance may signal that they're not well suited 4 sci springerlink",[5110616]
183,just found it,[5110616]
184,Women judged more feminine looking also judged less likely to be scientists,[5110616]
185,Seriously? Women scientists with feminine appearance are deemed less likely to be scientists springerlink,[5110616]
186,Sad not surprsed Feminine appearance may erroneously signal that you are not well suited for science springerlink,[5110616]
187,Here's why products like flipitecon should be representing female economists in their tools,[5110616]
188,Sad not surprsed Feminine appearance may erroneously signal that you are not well suited for science,[5110616]
189,Here's why products like flipitecon should be representing female economists in their tools htt,[5110616]
190,It is ridiculous that women scientists with feminine appearance are thought to be less likely to be scientists,[5110616]
191,How does a female scientist looks like? JUST LIKE A SCIENTIST!  - Feminine appearance affected career judgments,[5110616]
192,sySTEMatic gender bias Women scientists with feminine appearance deemed less likely to be scientists springerlink,[5110616]
193,Does it matter what you look like to be considered a scientist  Yes it does particularly if you are a woman,[5110616]
194,sySTEMatic gender bias Women scientists with feminine appearance deemed less likely to be scientists,[5110616]
195,Does it matter what you look like to be considered a scientist  Yes it does particularly if you are a woman  ,[5110616]
196,Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists KickAssOnFleek BoobsnBeakers,[5110616]
197,But You Dont Look Like A Scientist! Feminine Appearance Deemed Less Likely to be Scientists - Springer,[5110616]
198,Welcome to 2016 everyone Way to go for WomenInSTEM  HT  ,[5110616]
199,Fascinating study Feminine women less likely to be perceived as scientists,[5110616]
200,thestruggleisreal AndAScientist  Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists,[5110616]
201,Interesting study RE gender bias in STEM fields makes me want to put my stiletto through someone's eye however,[5110616]
202,Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists *BARF*,[5110616]
203,"'But you don't look like a scientist!', when appearance gender?! counts against you Interesting read $",[5110616]
204,Gendered appearance Stereotypes Femininity Face perception Physical appearance Science STEM Sexism,[5110616]
205,"So, if you look too feminine you can't be a scientist? WomenInSTEM WomenInScience science",[5110616]
206,Sadly there were cases of this in Evol2016 sexism WomenInSTEM toofeminine,[5110616]
207,Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists   ,[5110616]
208,But You Dont Look Like A Scientist! Women Scientists w Feminine Appearance are Deemed Less Likely to be Scientists,[5110616]
209,I believe more and more that just getting women in tenure track positions is the solution to bias against women,[5110616]
210,How many papers do I need before wearing makeup to lab?,[5110616]
211,Grr Women with feminine appearance are deemed less likely to be scientists springerlink,[5110616]
212,"For those wondering whether my rant was warranted about the question I got after posting my picture, here you go",[5110616]
213,"It's true, some women just don't look like a scientist HT",[5110616]
214,"Two recent studies confirm that feminine appearance makes women, but not men, look less like scientists WomenInSTEM",[5110616]
215,"Two recent studies confirm that feminine appearance makes women, but not men, look less like scientists WomenInSTEM ",[5110616]
216,But You Dont Look Like A Scientist! Women Scientists with Feminine Appearance are Deemed Less,[5110616]
217,But You Dont Look Like A Scientist! Women with Feminine Appearance are Deemed Less Likely to be Scientists,[5110616]
218,"Having been called Miss and sidekick to male coauthors by anti-porn orgs,women-can't-be-scientists still common",[5110616]
219,Experienced this my whole career Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists,[5110616]
220,"for women pursuing STEM, feminine appearance may erroneously signal that they are not well suited for science",[5110616]
221,An unfortunate truth - many find it hard to accept femme in stem LadiesInSTEM WomenInScience,[5110616]
222,New study Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists womenalsoknowstuff,[5110616]
223,    Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists  ,[5110616]
224,*sigh* I am a scientist I look like me There is no particular way a scientist is supposed to look,[5110616]
225,more reasons why we need more womeninSTEM WomenInScience via,[5110616]
226,New study Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists wo,[5110616]
227,But U Dont Look Like A Scientist Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists,[5110616]
228,You Dont Look Like A Scientist! Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists,[5110616]
229,But you don't look like a scientist,[5110616]
230,Uphill battle Experiment with photos of real STEM professors,[5110616]
231,"For women pursuing STEM, feminine appearance may erroneously signal that they are not well suited for science",[5110616]
232,Let's break stereotypes! Women Scientists with Feminine Appearance -Less Likely to be Scientists -,[5110616]
233,Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists feminist,[5110616]
234,But You Dont Look Like A Scientist! Women Scientists with Feminine Appearance  Deemed Less Likely to be Scientists,[5110616]
235,New research looking feminine makes you appear less like a scientist ,[5110616]
236,WomenInScience with Feminine Appearance are Deemed Less Likely to be Scientists ILookLikeAScientist WomenInSTEM,[5110616]
237,WomenInScience with Feminine Appearance are Deemed Less Likely to be Scientists ILookLikeAScientis,[5110616]
238,"More feminine women don't look like scientists, apparently equalityinscience thisneedstochange",[5110616]
239,But You Dont Look Like A Scientist! Women Scientists with Feminine Appearance are Deemed Less Likely to be Scient,[5110616]
240,Stereotypes Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists,[5110616]
241,But You Dont Look Like A Scientist! Women Scientists w Feminine Appearance are Deemed Less Likely to be Scientists ,[5110616]
242,But You Dont Look Like A Scientist! Women Scientists w Feminine Appearance are Deemed Less Likely to be Scientists,[5110616]
243,"The more feminine women are perceived to be, the less likely ppl think they are scientists",[5110616]
244,"Other than the use of MTurk, I'd consider this a well-designed study Actual paper",[5110616]
245,Challenge the stereotype that feminine women can't be scientists! WomenInSTEM,[5110616]
246,Remember the study that said makeup helps women's careers?  People Seem Feminine Women LESS Likely to be Scientists,[5110616]
247,But You Dont Look Like A Scientist! Women with Feminine Appearance are Less Likely to be Scientists springerlink,[5110616]
248,"The more feminine women are perceived to be, the less likely ppl think they are scientists  ",[5110616]
249,"Encourage feminine looking girls and young women to become scientists, too ILookLikeAnEngineer WomenInSTEM",[5110616]
250,You Dont Look Like A Scientist! Women Scientists with Feminine Appearance Deemed Less Likely to be Scientists,[5110616]
251,But You Dont Look Like A Scientist! Women Scientists w Feminine Appearance are Deemed Less Likely to be Scientists htt,[5110616]
252,But You Dont Look Like A Scientist!,[5110616]
253,But You Dont Look Like A Scientist! Women Scientists with Feminine Appearance are Deemed Less Likely to be Scien,[5110616]
254,"for women pursuing STEM, feminine appearance may erroneously signal that they are not well suited for science ",[5110616]
255,On the list of things that grind my gears women scientists wearepeopletoo,[5110616]
256,But You Dont Look Like A Scientist! Women Scientists with Feminine Appearance are Deemed Less Likely to be Scient ,[5110616]
257,Let's break stereotypes! Women Scientists with Feminine Appearance -Less Likely to be Scientists -  ,[5110616]
258,Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists  ,[5110616]
259,"dissatisfaction abandonment  This is women in science, y'all 33",[5110616]
260,Another but you don't look like a scientist study - why we need more women in science,[5110616]
261,But You Dont Look Like A Scientist! Women Scientists w Feminine Appearance are Deemed Less Likely to be Scientists ht,[5110616]
262,Women Scientists with Feminine Appearance Deemed Less Likely to be Scientists WomenInScience Sexi,[5110616]
263,Women Scientists with Feminine Appearance Deemed Less Likely to be Scientists WomenInScience SexismInScience,[5110616]
264,Having one of those mornings where I'm reading about this stuff instead of actually doing science and feeling ,[5110616]
265,But You Don't Look Like A Scientist!,[5110616]
266,Study shows Women Scientists with Feminine Appearance Deemed Less Likely to be Scientists Also true for economists?,[5110616]
267,Fascinating new study - Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists -,[5110616]
268,But you don't look like a scientist! Maybe I should invest in a fake mustache WomenInSTEM,[5110616]
269,Study shows Women Scientists with Feminine Appearance Deemed Less Likely to be Scientists Also true for,[5110616]
270,You Dont Look Like A Scientist! Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists -,[5110616]
271,You Dont Look Like A Scientist! Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists - h,[5110616]
272,But You Dont Look Like A Scientist! Women Scientists w Feminine Appearance Deemed Less Likely to be Scientists,[5110616]
273,Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists  STEM,[5110616]
274,But we need to acknowledge that there is a penalty for appearing feminine in STEM   WiSTEMspotlight,[5110616]
275,There *is* actually a reason to be afraid of appearing too feminine in STEM It sucks and it needs to be fixed,[5110616]
276,"Hugely valid point in the WiSTEMspotlight discussions Worth a read, this Thanks for sharing,   Fab Twitter handle too! ",[5110616]
277,Women with feminine appearance are deemed less likely to be scientists,[5110616]
278,Women scientists with feminine appearances deemed less likely to be scientists!?SheCanCode Ilooklikeanengineer,[5110616]
279,Feminine appearance penalty in the sciences? WomeninSTEM actuallivingscientist paperoftheday springerlink,[5110616]
280,"The more feminine a person is, the less likely they are perceived to be in STEM   Laura isn't super feminine but",[5110616]
281,fun fact my bold lip color is actually feminist war paint ,[5110616]
282,Fascinating paper on a serious problem in STEM Worth the read,[5110616]
283,But You Dont Look Like A Scientist! Women Scientists with Feminine Appearance Deemed Less Likely to be Scientists,[5110616]
284,"Up to us to show science is an endeavour of our neurons, not external physical appearance In Biosciences women numbers are to par with men",[5110616]
285,"Up to us to show science is an endeavour of our neurons, not external physical appearance In Biosciences women numbers are",[5110616]
286,"Sigh Definitely worth discussing in education and research meetings, quickly before school starts scied ngss gendergap",[5110616]
287,"Sigh Definitely worth discussing in education and research meetings, quickly before school starts scied ngss gend",[5110616]
288,ugh,[5110616]
289,"implicitbias and thanks to my snazzy   app I could read this right away Apparently, must change my very nature to look credible",[5110616]
290,"implicitbias and thanks to my snazzy   app I could read this right away Apparently, must change my very nature to loo",[5110616]
291,Study women scientists with feminine appearance are deemed less likely to be scientists womeninSTEM,[5110616]
292,"Gosh, wouldn't this imply the social fault lines women navigate explains their underrepresentation more than biological differences?",[5110616]
293,"Gosh, wouldn't this imply the social fault lines women navigate explains their underrepresentation more than biological diffe",[5110616]
294,"This Luckily for me I now work in marketing, so fit into a stereotype box more neatly",[5110616]
295,This is so profoundly depressing ,[5110616]
296,But You Dont Look Like A Scientist! Women Scientists with Feminine Appearance Deemed Less Likely to be Scientists ht,[5110616]
297,Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists   STEM,[5110616]
298,Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists  ,[5110616]
299,"This is why I bring a sword Seriously, would love to be free of assumptions about ageexperience based on my looks",[5110616]
300,Presented with minimal comment ,[5110616]
301,This is a good one  And here are more,"[950642,12263322,5110616]"
302,Can we replicate in medicine and surgery?   ILookLikeASurgeon,[5110616]
303,Women Scientists with Feminine Appearance are Deemed Less Likely to be Scientists,[5110616]
304,"It's a HUGE problem for our careers, not just annoying PrettyinPhD",[5110616]
305,Study found difference between females and males in learning when they practice inhibition of inappropriate behavior,[5298097]
306,Study found difference between females and males in learning when they practice inhibition of inappropriate behavior ,[5298097]
307,"English Vinglish and Bollywood what is new about the new woman?, Sushmita Chatterjee transnationalism",[5307770]
308,Measuring the Pros and Cons of What It Means to Be a Black Man the Black Mens Experiences Scale BMES,[5394068]
309,Measuring the pros and cons of what it means to be a Black man Development and validatio MentalHealth psych,[5394068]
310,Measuring the pros and cons of what it means to be a Black man Development and validation of,[5394068]
311,"Gay men are more likely to consider cosmetic surgery, use diet pills and avoid sex because of body dissatisfaction",[5518136]
312,Male Body Image The Roles of Sexual Orientation and Body Mass Index Across Five National US Studies,[5518136]
313,Male bodyimage The roles of sexual orientation and BMI menshealth LGBT,[5518136]
314,Largest study conducted on male bodyimage,[5518136]
315,"Male BodyImage Roles of Sexual Orientation, Body Mass Index - 5 US Studies Psychology of Men and Masculinity",[5518136]
316,Male Body Image The Roles of Sexual Orientation and Body Mass Index Across Five National US Studies,[5518136]
317,Key influence of sex on urine volume and osmolality,[5531874]
318,Why Do Men Get More Kidney Stones - Key influence of sex on urine volume and osmolality - bsd,[5531874]
319,Better with age a health promotion program for men at midlife,[5624029]
320,Better With Age A Health Promotion Program for Men at Midlife Mellor et al  Psychology of Men and Masculinity,[5624029]
321,Newly out! My article on sex ideologies in China is now online!  sex China sexuality,[5626532]
322,New! Sex ideologies in China  sex China sexuality,[5626532]
323,Sex Ideologies in China Examining Interprovince Differences,[5626532]
324,Very useful paper Methodological Review of Exploratory Factor Analysis in Sexuality Research,[5630044]
325,sexscience friends want to easily increase your use of best practices for factor analysis? Check out our new paper,[5630044]
326,sexscience friends want to easily increase your use of best practices for factor analysis? Check out our new paper ,[5630044]
327,Very useful paper Methodological Review of Exploratory Factor Analysis in Sexuality Research   h,[5630044]
328,A Methodological Review of Exploratory Factor Analysis in Sexuality Research,[5630044]
329,"If you're looking for a resource re EFA best practices, I highly recommend my friend  's recent paper",[5630044]
330,how to best conduct exploratory factor analysis,[5630044]
331,"If you're looking for a resource re EFA best practices, I highly recommend my friend  's recent paper ",[5630044]
332,Really enjoying my Friday morning reading this paper,[5630044]
