,body,cites_papers
110,"""Taxonomy, location of origin, and health status of proboscideans from "" by J Z Metcalfe, F Longstaffe et al",[7132154]
111,New info on  mammoths and   mastodons fr western Canada incl  RAM specimens  See  paleontology ,[7132154]
112,Paleobiology - ,[7133805]
113,OS Technical note  Harmonising metocean model data via standard web services within small research groups,[7138995]
114,Oceanography OS  Technical note  Harmonising metocean model data via standard web services within small research ,[7138995]
115,"Early sheep from Tibetan Pliocene,Protovis himalayensis, gen  et sp  nov  and  origin of group    - v",[7144094]
116,Protovis was a Tibetan sheep from the Pliocene and possible ancestor of modern bighorns,[7144094]
117,Protovis was a Tibetan sheep from the Pliocene and possible ancestor of modern bighorns  ,[7144094]
118,Pluto's Interaction with the Solar Wind - McComas - 2016 - Journal of Geophysical Research  Space Physics - Wiley,[7144707]
119,"Paper about the new baby Chasmosaurs, revealing horned dinosaur growth has been published in JVP",[4980975]
120,The astonishing results on the electromagnetic environments encompassing Pluto with the New Horizon measurements,[7144707]
121,New online  A revision of the genus Europicardium  tracking palaeogeography and  climate change,[7145650]
122,New online  A revision of the genus Europicardium  tracking palaeogeography and  climate change ht,[7145650]
123,"New rebbachisaurid cranial remains from Patagonian Cretaceous, and  1st S  American endocrania    - v",[7153123]
124,The MWA again features on the cover of a prestigious international journal  Journal of Geophysical Research -,[7161446]
125,"Our new paper using historical coral boulders to assess coastal vulnerability of tourist hotspot Koh Samui, Thailand",[7207374]
126,Coral boulders up to 4 7m above sea level imply some pretty energetic wave events in Thailand  Typhoons? Terry P3  j,[7207374]
127,"Incised Pleistocene valleys in W  Belgium coastal plain  Age, origins and  evolution of S  N  Sea Basin  ",[7218121]
128,New article in Paleobiology on the predatory behavior of the marsupial lion,[7262382]
129,Ecomorphology and the predatory behavior of the marsupial lion as revealed by elbow joint morphology,[7262382]
130,Amazing research    by Currie and  colleagues of  ! Also check out the new   in,[4980975]
131,"Marsupial lions primate-like forearms made it unique predator from Australia Paleobiology,",[7262382]
132,"Marsupial lions primate-like forearms made it unique predator from Australia Paleobiology, htt",[7262382]
133,"Diprotodontian marsupials  or *very* close cousins  from the Eocene of Patagonia,  Argentina! Lorente et al",[7295698]
134,Patagonian tarsals shed light on mysterious group of  fossil marsupials,[7295698]
135,On the existence of non-microbiotherian Australidelphian marsupials  Diprotodontia  in the Eocene of Patagonia,[7295698]
136,"Late Miocene methane-seep deposit bearing methane-trapping silica minerals at Joetsu, central Japan  ",[7296031]
137,Hyolithid with preserved soft parts from Ordovician Fezouata Konservat-Lagersttte of Morocco  ,[7296032]
138,Hyolithid soft anatomy revealed in the Fezouata Formation,[7296032]
139,A hyolithid with preserved soft parts from the Ordovician Fezouata Konservat-Lagersttte of Morocco,[7296032]
140,"A juvenile chasmosaurine ceratopsid from Dinosaur Park Formation, Alberta, Canada    - v",[4980975]
141,Environment during PETM in N E  Peri-Tethys revealed by high-res micropalaeo and  geochemical studies  ,[7352821]
142,My new paper's out!   observations of a solar energetic electron and  solar energetic proton event 2016 JGR,[7364106]
143,My new paper's out!   observations of a solar energetic electron and  solar energetic proton event 2016 JGR ,[7364106]
144,New study  BARREL observations of a solar energetic electron and proton event - nice work   !,[7364106]
145,New Jenkins and    Continent-scale biogeographic variation provinces v gradients  U Ordovician Laurentia,[7371845]
146,New paper in Paleobiology with Chelsea Jenkins  are  some  provinces really continental-scale gradients?,[7371845]
147,Oceanography OS  ,[7377094]
148,OS Occurrence and characteristics of mesoscale eddies in the tropical northeastern Atlantic Ocean,[7377773]
149,Oceanography OS  Occurrence and characteristics of mesoscale eddies in the tropical northeastern Atlantic Ocean,[7377773]
150,This is cute!  dinosaur  specimen,[4980975]
151,"Wisangocaris, A new chelicerate from the Cambrian Emy Bay Shale",[7379885]
152,  via,[7379885]
153,512 million-yr-old chelicerate predator from Australia for  FossilFriday,[7379885]
154,Early access  non fancy  version of my paper now available!  if you fancy a long read,[7403062]
155,"A survey of superthermal electron flux depressions, or electron holes  lra  leicester",[7403062]
156,"Controls on fossil pyritization  Redox, organic matter, and  Chuaria preservation in Ediacaran Lantian Biota  ",[7467223]
157,Environmental significance of morphological variations in foram Ammonia aomoriensis and  its molecular ID  ,[7490245]
158,Jurassic CO3 microfacies and  relative sea-level changes in Tethys Himalaya  S  Tibet   ,[7490247]
159,Reversal of Venusian magnetosphere in interplanetary magnetic field  AGUpubs,[7541052]
160,Another horribilis news for Creatards  Another evolution gap has been filled by a Canadian fossil of horned Dinosaur,[4980975]
161,Reversal of the Venusian magnetosphere in interplanetary magnetic field  AGUpubs,[7541052]
162,"New paper by STEPPE friends, Dr  Pedro Marenco et al , on ocean oxygenation associated with the Ordovician Radiation",[7561325]
163,Increasing global ocean oxygenation and  Ordovician Radiation  Insights from Th/U of CO3 from Ordovician of W  Utah  ,[7561325]
164,Marenco et al in press  Increasing global ocean oxygenation and  the Ordovician Radiation  insights from carbonate Th/U,[7561325]
165,"New paper by STEPPE friends, Dr  Pedro Marenco et al , on ocean oxygenation associated with the Ordovician Radiation htt",[7561325]
166,Nice paper on niche partitioning in extinct  crocodylians  Paleoecology,[7563757]
167,"Upper D region chemical kinetic modeling of LORE relaxation times, Gordillo-Vzquez, JGR  Space Physics,",[7565811]
168,Ecomorphological diversifications of Mesozoic marine reptiles  the roles of ecological opportunity and extinction  ,[7567443]
169,Rapid rise of Mesozoic marine reptiles shown by   in  Paleobiology,[7567443]
170,Ecomorphological diversifications of Mesozoic marine reptiles  ecological opportunity and extinction  FossilFriday,[7567443]
171,"A juvenile chasmosaurine ceratopsid  Dinosauria, Ornithischia  via",[4980975]
172,Ecomorphological diversifications of Mesozoic sea dragons  The roles of ecological opportunity and extinction,[7567443]
173,Nice look at morphologic diversification of marine reptiles in response to Mesozoic extinctions by,[7567443]
174,Ecomorphological diversifications of Mesozoic marine reptiles  the roles of ecological opportunity and extinction,[7567443]
175,Ecomorphological diversifications of Mesozoic sea dragons  ecological opportunity and  extinction   FossilFriday,[7567443]
176,"Check out my new paper about Mesozoic marine reptile macroevolution, its open access -",[7567443]
177,"Long before mammals dared to venture out to sea, reptiles recolonized oceans that their fishy ancestors left",[7567443]
178,"Himy friend I am an amateur hardcore sex, my nickname on the site Sexy69 -",[7567443]
179,Couple of interesting publications for budding herpetologists   Ecomorphological diversifications of Mesozoic,[7567443]
180,Just out ice mass readjustment during the last deglaciation of Lancashire  openaccess,[7586402]
181,Annual shell growth pattern of the Stimpson's hard clam Mercenaria stimpsoni revealed by  sclerochronology and  d18O,[7602005]
182,New Currie et al  JVP paper on beautiful baby horned dinosaur available for free   dinosaurs  fossils,[4980975]
183,Youbin Sun et al   High-res scanning XRF study Chinese loess- implications for millennial-scale monsoon variability,[7607353]
184,New open access paper  Scotland  sealevel and  Storegga  tsunami with,[7610299]
185,New open access paper  Scotland  sealevel and  Storegga  tsunami with   ,[7610299]
186,"ICYMI New paper on  sealevel change in northern Scotland, including new  Storegga deposit",[7610299]
187,"ICYMI New paper on  sealevel change in northern Scotland, including new  Storegga deposit   ",[7610299]
188,Oceanography OS  Assessing the potential for DMS enrichment at the sea-surface and its influence on airsea flux,[7617687]
189,OS Assessing the potential for DMS enrichment at the sea-surface and its influence on airsea flux,[7617687]
190,Oceanography OS  Mesoscale eddies and submesoscale structures of Persian Gulf Water off the Omani coast in spring,[8001180]
191,"New Algeo et al in press  Co-evolution of oceans, climate, and  the biosphere during the Ordovician Revolution A review",[8092324]
192,"A juvenile chasmosaurine ceratopsid  Dinosauria, Ornithischia  from the Dinosaur Park Formation, Alberta, Canada",[4980975]
193,"Co-evolution of oceans, climate, and the biosphere during the Ordovician Revolution  A review",[8092324]
194,New paper in PPP  Botting in press  ,[8092621]
195,"Diversity and ecology of sponges in Early Ordovician Fezouata Biota, Morocco  ",[8092621]
196,Exceptionally preserved sponges of the Ordovician Fezouata Biota,[8092621]
197,"Dermal denticle patterning in Tribodus limae, and  patterning in chondrichthyan dermal skeleton  OA  - v",[8110736]
198,New paper by John Denton and John Maisey on dermal denticle patterning in the Cretaceous hybodont shark!,[8110736]
199,Our latest paper  Ontogenetic growth trends in two marine Antarctic bivalves  implications for sclerochronology,[8116728]
200,Analysis of ontogenetic growth trends in two marine Antarctic bivalves  Implications for sclerochronology,[8116728]
201,Analysis of ontogenetic growth trends in two marine  Antarctic  bivalves via    MolluscMonday  OA,[8116728]
202,Read the full research here  free   h/t Journal of Vertebrate Paleontology and,[4980975]
203,Oceanography OS  ,[8120829]
204,OS High resolution monitoring of marine protists based on an observation strategy integrating automated on board ,[8120949]
205,Oceanography OS  High resolution monitoring of marine protists based on an observation strategy integrating autom,[8120949]
206,"It's finally out! Brooks et al   including me!  Chironomid-IT summer temperatures for the LGIT, WC Scotland",[8125563]
207,Chironomid C recon  LGIT Research from my time   and      Quaternary Sci,[8125563]
208,Chironomid inferred summer temperatures for the Last GlacialInterglacial,[8125563]
209,Chironomid C recon  LGIT Research from my time   and      Quaternary Sci    ,[8125563]
210,"Brooks et al , 2016 JQS  Lateglacial Chironomid-inferred summer temps from Muir Park Reservoir, Scotland",[8125563]
211,Flood basalty stuff in China  -,[4235613]
212,That baby Chasmosaurus really is a beautiful specimen,[4980975]
213,Oceanography OS  ,[8127259]
214,OS A Hybrid Variational-Ensemble data assimilation scheme with systematic error correction for limited area ocean,[8127887]
215,Oceanography OS  A Hybrid Variational-Ensemble data assimilation scheme with systematic error correction for limi,[8127887]
216,Zonal currents in the F region deduced from Swarm constellation measurements,[8134575]
217,New ICTJA paper  Late Holocene vegetation and fire dynamics on the summits of the Guayana,[8148046]
218,"Micropalaeontology of Pliocene and  Quaternary palaeoenvironments in S  Albemarle Embayment, N  Carolina, US  ",[8208653]
219,"New paper out on the micropaleontologic record of Pliocene and Quaternary paleoenvironments in North Carolina, USA",[8208653]
220,"New paper out on the micropaleontologic record of Pliocene and Quaternary paleoenvironments in North Carolina, USA htt",[8208653]
221,Oceanography OS  ,[8225487]
222,Glad to see this little beauty is out today   babydinosaur,[4980975]
223,New online  A new non-parasemionotiform order of the Halecomorphi from the Middle Triassic,[8241470]
224,BRITICE open access paper in  QRA Journal of Quaternary Science on Wiley Online Library,[8255730]
225,New late Oligocene Riversleigh crocodile with extreme mandibular constriction    - v,[8274225]
226,  Sulphur-rich v,[8285793]
227,New paper  ,[8285793]
228,New paper finds ,[8285793]
229,Sulphur-rich  VolcanicEruptions triggered extreme  hydrological ev/   re  Geoengineering  climate  science  debate,[8285793]
230,Sulphur-rich  VolcanicEruptions triggered extreme  hydrological ev/   re  Geoengineering  climate,[8285793]
231,Baby Chasmosaurus from Dinosaur Provincial Park to brighten our  FossilFriday,[4980975]
232,++Sulphur eruptions correlate w precip/flood in W Europe/reduced rain intensity central/north Di Salvo ClimPast  j,[8285793]
233,Sulphur-rich  VolcanicEruptions triggered extreme  hydrological ev/    re  Geoengineering  climate  science  debate,[8285793]
234,    Explaining unusual patterns of disarticulation and loss of completeness in fossil vertebrates,[8297351]
235,A new good taphonomy study  paleontology,[8297351]
236,Stick n peel  Explaining unusual patterns of disarticulation and loss of completeness in fossil vertebrates,[8297351]
237,"From    ""Stick 'n' peel""  Explaining unusual patterns of disarticulation and loss of com     ucdresearch",[8297351]
238,Oceanography OS  Multi-sensor in situ observations to resolve the sub-mesoscale features in the stratified Gulf o,[8308528]
239,"OS Multi-sensor in situ observations to resolve the sub-mesoscale features in the stratified Gulf of Finland, Bal",[8308528]
240,OS Current temporal asymmetry and the role of tides  Nan-Wan Bay vs  the Gulf of Elat,[8311569]
241,Oceanography OS  Current temporal asymmetry and the role of tides  Nan-Wan Bay vs  the Gulf of Elat,[8311569]
242,"Eotrachodon, primitive hadrosaurid from southeastern North America and the origin and  early evolution of duck-bills",[4989111]
243,"""Cutting edge science from CubeSats! Woohoo!""  AGUpubs",[8319691]
244,  Climate trends in northern,[8362937]
245,New paper  ,[8362937]
246,"Oceanography OS  Acoustic and optical methods to infer water transparency at the Time Series Station Spiekeroog, ",[8363074]
247,"OS Acoustic and optical methods to infer water transparency at the Time Series Station Spiekeroog, Wadden Sea  so",[8363074]
248,Oceanography OS  The Coastal Observing System for Northern and Arctic Seas  COSYNA,[8363400]
249,OS The Coastal Observing System for Northern and Arctic Seas  COSYNA,[8363400]
250,Resolving age of Madumabisa fossil vertebrates  Palynological evidence from M -Zambezi Basin of Zambia  ,[8368006]
251,New hadrosaur from  Alabama is one of the oldest  Is Appalachia their ancestral homeland?,[4989111]
252,for those who want to learn more!,[8368006]
253,New data on the Madumabisa Mudstone Fm  of Zambia  correlation with Cist  and/or Dapt  zones of Karoo still likely,[8368006]
254,Modeling climatic effects of CO2 emissions from Deccan Traps Volcanic Eruptions around K-Pg boundary  ,[8368008]
255,Climatic effects of CO2 emissions from Deccan Traps volcanoes around CretaceousPaleogene boundary,[8368008]
256,Oceanography OS  ,[8375359]
257,New paper finds decadal climate models plagued by random deep convection events and  unpredictable atmospheric noise,[8375359]
258,New paper finds decadal climate models plagued by random deep convection events and  unpredictable atmospheric noise ,[8375359]
259,This is interesting    475 studies investigated,[8388131]
260,"Eotrachodon, primitive hadrosaurid from southeastern North America and the origin and  early evolution of duck-bills ",[4989111]
261,Meta-database of peat studies in UK -  Carms county looking a bit bleak -   will improve that I'm sure!,[8388131]
262,A meta-database of peatland palaeoecology in Great Britain HT,[8388131]
263,"Initial breakdown and  fast leaders in lightning producing longlasting disturbances of lower ionosphere, Kotovsky, JGR,",[8390436]
264,"Initial breakdown and  fast leaders in lightning producing longlasting disturbances of lower ionosphere, Kotovsky, JGR, h",[8390436]
265,OS Dissipation of the energy imparted by mid-latitude storms in the Southern Ocean,[8410780]
266,Oceanography OS  Dissipation of the energy imparted by mid-latitude storms in the Southern Ocean,[8410780]
267,Dissipation of the energy imparted by mid-latitude storms in the Southern Ocean  NERCpapers,[8410780]
268,Palaeoenvironmental reconstruction of Late Santonian Songliao Palaeo-lake  ,[8414749]
269,New ICTJA paper  Inferring late-Holocene climate in the Ecuadorian Andes using  openaccess,[8418638]
270,"OS The connection of the Indonesian Throughflow, South Indian Ocean Countercurrent and the Leeuwin Current",[8436289]
271,Primitive hadrosaurid from S E  N  America and  origin and  early evolution of duck-bills'    - v,[4989111]
272,"Oceanography OS  The connection of the Indonesian Throughflow, South Indian Ocean Countercurrent and the Leeuwin ",[8436289]
273,Articulated cervical series of Alamosaurus  new perspectives on relationships of North America's last giant sauropod,[8443563]
274,New perspective on the relationships of North America's last giant sauropod    OA,[8443563]
275,Articulated cervical series of Alamosaurus  new perspectives on relationships of North America's last giant sauropod htt,[8443563]
276,New in   - New perspectives on the relationships of N America's last giant  sauropod  oa  fossilfriday,[8443563]
277,New in   - New perspectives on the relationships of N America's last giant  sauropod,[8443563]
278,An articulated cervical series of Alamosaurus sanjuanensis from Texas  and  its relationships  OA  - v,[8443563]
279,New perspective on the relationships of North America's last giant sauropod  OA,[8443563]
280,FossilFriday Articulated cervical vertebral series of titanosaur Alamosaurus sanjuanensis,[8443563]
281,"Science An articulated cervical series of Alamosaurus sanjuanensis Gilmore, 1922  Dinosauria, Sauropoda  from Texa",[8443563]
282,primitive hadrosaurid from southeastern North America and the origin and early evolution of duck-billed dinosaurs,[4989111]
283,"Massive, articulated  vertebrae  of giant  sauropod  Alamosaurus",[8443563]
284,Decapod crustaceans from Paleocene  Danian  of Paris Basin and  a limpet palaeoassociation    - v,[8444103]
285,New online  Decapod crustaceans from the Paleocene  Danian  of the Paris Basin,[8444103]
286,Seasonal and diurnal variations in AMPERE observations of the Birkeland  lra  leicester,[8449926]
287,1701 02961  Seasonal and diurnal variations in AMPERE observations of the Birkeland currents,[8449926]
288,Seasonal and diurnal variations in AMPERE observations of the Birkeland currents compared to modeled results,[8449926]
289,New M  Ordovician bivalvesiliceous spongemicrobe reef-building consortium from N  China  ,[8454794]
290,New  Lee et al 2016  New Middle Ordovician bivalvesiliceous spongemicrobe reef-building consortium from N  China,[8454794]
291,"CisuralianGuadalupian conodont sequence from Shaiwa section, Ziyun, Guizhou, S  China  ",[8454795]
292,Paper published! Learn what the landscape tetrapods lived on was like,[8455664]
293,Primitive hadrosaurid from southeastern North America and the origin and early evolution of duck-billed dinosaurs,[4989111]
294,Terrestrial landscapes of tetrapod evolution in E  Carboniferous seasonal wetlands of SE Scotland  ,[8455664]
295,The terrestrial landscapes of tetrapod evolution in earliest Carboniferous seasonal wetlands of SE Scotland,[8455664]
296,Paper published! Learn what the landscape tetrapods lived on was like    ,[8455664]
297,"Stivrins, N  et al    St",[8464582]
298,Caldera-forming eruption in Iceland 1875AD confirmed to spread ash as far as Eastern Europe,[8464582]
299,This just came out   Diversity and Morphological  Evolution of Jurasssic  Belemnites,[8471228]
300,Morphospace  of Jurassic belemnite rostra from,[8471228]
301,Diversity and  morphological evolution of Jurassic belemnites from S  Germany  ,[8471228]
302,Disparity and  diversity of  belemnite  morphotypes through the  Jurassic,[8471228]
303,Taphonomy and  palaeobiology of E  M  Triassic coprolites from S W  China  and  reconstruction of fossil food webs  ,[8475018]
304,New hadrosaur from  Alabama is one of the oldest  Is Appalachia their ancestral homeland? ,[4989111]
305,All about the largest birds that ever lived! Males were bigger,[8568373]
306,Sexually-dimorphic Dromornis stirtoni rival elephant bird for title of heaviest bird ever,[8568373]
307,Sexual dimorphism in the late Miocene mihirung Dromornis stirtoni - Australia  Anusuya Chinsamy et al,[8568373]
308,Sexual dimorphism in the late Miocene mihirung Dromornis stirtoni - Australia  Anusuya Chinsamy et al   ,[8568373]
309,"GREAT week for fans of fossil medullary bone! Handley et al found MB in a mihirung  dromornithid, ""demon duck""  1/2",[8568373]
310,Sexual dimorphism in the late Miocene mihirung Dromornis stirtoni from the Alcoota Local Fauna of central Australia,[8568373]
311,"New online  New subtropical-temperate brooding echinoid with no marsupium, Pleistocene Italy",[8583688]
